"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9"
"1",-1.63311151228112,"5","male","45","8",0.0346002896158857,0.452998929776984,-0.306185715072214,-0.672426807026814,0.734523076076913,-0.596198486871283,0.39991128452823,-0.117366676230918,0.21307712251189
"1",-0.428061060285566,"7","couple","17","9",0.736016632270676,0.0925690200859882,-0.957702782647359,-0.250699080355281,0.809863345936557,0.143071344189175,0.817146226202425,-1.27140825452138,-0.950579478374014
"1",-0.491301564181636,"8","couple","27","9",-0.324437677851805,-0.892000534383182,-0.584076753791161,-0.815675285448342,1.04090971443175,-0.786967750826012,-0.585040093872498,-0.414575309287451,-0.248273261221195
"1",0.629001604711199,"7","female","6","9",-0.986030954844272,-0.21808995884745,-0.443202031241556,1.35150690396542,0.337981770216761,0.291521024427967,-0.575613633891658,0.158246965059736,1.19374572729011
"1",0.629001604711199,"7","female","6","9",-0.0721216586831162,0.396023864433143,-0.629718520458331,-0.0747614504731976,0.384911609810033,0.166697648957245,-0.886016381906378,0.749038433962651,-0.245154062815773
"1",0.482171518564509,"7","couple","42","9",-0.981902485749302,-0.212885001860116,-0.107803681058213,-1.23718776571289,0.838604203641087,-0.402858535452232,-0.992943064632628,-0.2456100538157,0.873193022522425
"1",0.482171518564509,"7","couple","42","9",-0.0718616007632537,-0.279337552304843,0.185239197440758,0.0359250959422459,-0.0233297601679711,1.18995611566868,0.422244533625262,0.270397161604822,0.714740517958194
"1",0.38892616801973,"5","female","42","6",2.03950541802432,1.95671848149495,-0.992240548960612,-1.24439474284439,-0.274060855646197,-1.65508472063254,-1.22121866142897,1.1625747497441,-1.283597067957
"1",-0.916402276448341,"7","female","26","9",0.278817944671454,0.372219702095094,-0.524724923049367,0.153870538978946,0.618408606247565,-0.567895964578507,0.768255349498402,-0.0644020592740836,0.347221616192513
"1",-0.916402276448341,"7","female","26","9",-0.276392759477923,0.137724702097448,0.778372123642436,0.55840599953093,0.396996597388515,0.889496912601786,0.620934787937029,-0.959255116461875,-0.0109625741189308
"1",-1.38258127555893,"4","male","12","6",-0.991617616960549,-0.936917969755946,-0.994647358344411,-1.24742607065988,0.735455271350119,-1.65711324341691,-1.3974291395827,0.56396507763835,0.753498928490015
"1",1.00891734843542,"4","female","0","9",1.06926038276393,-0.81460358895347,-0.261573944712355,0.463923733384833,0.0066709251569217,1.04014108939802,0.0564480120112275,0.493949431709947,-0.00693915778788253
"1",0.532254218939084,"7","couple","17","9",2.74211716832941,1.77732660979386,1.17616583589389,-0.272841663053208,-1.35364443323069,0.298228598388042,0.130838128629671,1.00451665003507,-1.22670082779075
"1",0.911874447623908,"5","female","17","7",0.168786823954688,-0.682139885017836,-0.994865206134155,3.72716467815629,-2.50099077885748,0.766023941953021,-0.926818248032585,1.21032229506421,1.59840120237053
"1",0.472011309368696,"8","couple","34","9",-0.733897230859411,0.455566342479814,-0.985916101618998,0.413472418117402,-0.0455722216832552,-0.097872062024617,0.792344205594248,0.838273220050204,1.38841657809666
"1",0.472011309368696,"8","couple","34","9",0.756758830554123,0.0363251413426849,-0.977462814938452,0.715988686782863,-0.555385909245075,-0.0983498411876083,2.70444917016401,0.83107023258227,-0.862297329806422
"1",-1.16591380694437,"6","female","45","6",-0.674385975896651,1.07959948009893,-0.0204713188332185,-0.407095442511797,0.573104136363199,0.731113090711449,-0.638429833641663,-0.524257990905304,-0.642366782908654
"1",0.610002378197451,"8","couple","49","9",-0.65151144220283,-0.940879521186271,-0.25546916301954,1.97678561725718,0.471844355567485,0.513509571714177,-1.20759913659645,-0.140684997413672,-0.212710722760934
"1",0.272820424136968,"7","male","48","9",0.0928022742194273,1.28995836977129,0.499152989443482,-0.275584293695488,0.409295044332026,0.505774282161478,0.223782048462098,-1.37098486778981,1.09536361000598
"1",0.272820424136968,"7","male","48","9",2.41955918983536,1.21935344326349,0.90846802428119,1.70367545485038,-0.374085574335297,-0.529364028840849,1.53796532911212,-0.327902531732432,-0.755170752619102
"1",-1.52582785113909,"4","female","8","4",4.58280111169502,0.307493690507763,-0.163133745992733,0.802250850102188,-0.901827030837292,-0.277950455258673,-0.549212481075252,-0.477991634433846,0.584218985271246
"1",0.775156073069833,"7","male","6","6",2.04937286324264,-1.12348466460924,-0.989775215136908,2.16951130623973,0.370918112738899,-1.33933439182079,-1.39191001356158,0.213238499259355,-1.28076918527072
"1",0.666496380988554,"7","female","8","7",0.918206296761235,1.94225274186555,-0.957588433939847,-1.20075110374479,-2.62618460447523,2.47399788365473,-1.35544907756791,-0.885834658853086,2.06171005495213
"1",-1.23773083897831,"8","male","6","9",-0.973103224393894,-0.503019937878587,0.810903092203544,0.213426586693432,0.476525864189213,0.185452018935857,2.09503762425899,-1.25942473888065,-1.26858798838332
"1",0.666496380988554,"4","male","26","7",-0.117739583875217,1.6045625642927,0.91999088509354,1.03789362015205,0.157983232969419,-0.498384310123427,1.22407963816472,-0.248659521136451,-0.145484022981905
"1",0.666496380988554,"4","male","26","7",1.25898299526511,-0.990606097315532,-0.494466289942097,-0.734851228942363,-0.826600984253324,0.122298729296944,0.439161589744308,1.83988151997879,0.318419918061042
"1",0.38892616801973,"8","female","39","9",0.989534237741138,1.23160268861937,1.42019959444526,-0.407371169950345,-0.120928955691661,1.02861296495064,-0.225972268020284,-0.20198159330147,-0.376852924898146
"1",0.38892616801973,"8","female","39","9",0.789397428546071,1.3559244107854,-0.0977161563965124,0.162024598196115,0.131606589385338,1.05701049551747,-0.571903832700139,-0.328998599419303,0.176642430951774
"1",1.61042366322506,"7","female","33","5",0.986578137527534,0.370144203144473,-0.660937731950482,-0.83142289103768,0.838813388868508,-0.951601821859884,-0.162130662328202,-0.171314147865855,-0.906869959189764
"1",0.00269626296962827,"5","female","12","3",-0.0838401546323007,0.396064750662213,0.210986132834825,-0.0420843414432032,0.855215506174079,-0.695330498128586,0.0819634715973376,-0.40835101594419,-0.792910104829847
"1",1.00891734843542,"7","couple","34","9",1.07562439492116,0.375844346898143,1.01639455023144,0.193079978264743,0.512869816858762,-0.632761034504979,-0.397503131798293,-0.195583661204927,0.594153943753462
"1",1.00891734843542,"7","couple","34","9",0.86284235499872,0.0585845193351919,0.239741427199215,0.80908030938696,0.423974720764876,-0.0603053468750557,0.0628065399488934,0.282443830003433,-0.401355480043628
"1",1.08652307991571,"8","couple","6","9",0.0738430087512929,-0.510952591530379,0.059922526392848,-0.248244590453241,-0.0462940469082412,1.26760355858358,-1.0267152690598,0.134428196869187,1.61249304977674
"1",-1.44878664985708,"8","male","51","9",-0.173797829262395,-0.495689468306264,0.594275601636654,-0.431978839915793,0.228999881726452,-0.749369142325409,2.00494759811827,0.368487536013001,0.285014407445693
"1",-0.980118344283211,"8","male","17","9",0.963789006139321,0.982502812139088,-0.0647654326908314,-0.21432621982301,-1.23510525498767,0.639720677628662,3.16094938510865,0.466322118200611,-0.597514119610163
"1",0.0195760300204477,"4","couple","39","8",-0.591008020043644,-0.0886826345701883,-0.409973280739231,0.817323045093392,0.0893977684371522,1.32813967249935,0.19153948765946,-0.046968489349425,0.322266995999683
"1",0.928360130484868,"8","couple","42","9",1.20627208663717,-0.373064879973829,0.949107127816369,0.454233822649002,0.0188645877035038,0.88335189006643,-0.985964140925512,0.446556641543306,-0.775126055290613
"1",0.928360130484868,"8","couple","42","9",2.28428456718628,-0.314198706664553,1.59289154792517,0.153560238115413,-0.16927315360612,1.04005731324082,-0.211963400802996,-0.507697040714079,-0.534837739750543
"1",-1.28699816547234,"8","female","6","9",0.184826314805477,1.42463526468559,-0.172871625079309,0.256179157043147,0.587661560466131,0.0781426868200929,-0.281402837331264,-0.604660048304201,0.0883073686459551
"1",-0.65819094088523,"7","couple","13","9",0.0946187864145404,-1.02724577161458,-0.153272416755064,0.949453933110997,0.618549715246632,-0.251487713614798,1.09091173104227,-0.34274729746624,0.145796190156301
"1",0.512362997146469,"6","couple","12","9",0.95707637076798,1.45282625732078,-0.601162761165866,1.41984843960664,0.477493403748121,-0.185537683544517,-0.591866713052851,-0.738469247969089,0.222768053348471
"1",1.61042366322506,"5","female","12","4",0.261121085839907,-0.546738215394731,-0.970538685252785,-1.21706168375447,-0.708299520522433,0.35536289629042,-1.37011902177054,1.01275414889459,3.0301995900563
"1",-1.02368593759037,"5","male","0","5",-0.0804145339277658,0.0723750772419205,-0.220988415290552,0.117081638730939,0.136070624426677,0.441478259953729,-0.395082772708689,-0.27142572748747,2.49270867930894
"1",-1.02368593759037,"5","male","0","5",-0.510579443609998,0.24235069957959,0.236811991101592,-0.538179276392383,0.390525208415929,0.578528145309271,-0.554034175362379,0.373285713112258,0.147575469691688
"1",-1.1078718321761,"8","male","25","9",1.82549849102319,-0.057894246522979,1.54250591305619,0.635429243155642,0.0954838057757598,-0.20857966859128,-0.193519628985959,0.106909761580966,0.269083681444165
"1",0.257849340225958,"7","female","6","9",-0.954319278741117,-0.753623034669913,1.92479507891692,0.719529815127745,0.050278981409154,0.496196094416191,-0.257548254698194,0.234652869498229,0.132009041401485
"1",1.61042366322506,"5","female","0","8",2.55084592421123,-0.595492886288096,-0.922753339844249,1.36983633334851,-0.600360967811195,-1.59651905778271,3.29541521254251,-0.457670364069105,-1.20389115807621
"1",1.61042366322506,"5","female","0","8",-0.509263535092337,0.24378967693511,1.28416675584198,1.32536233013885,-0.108795815998106,0.906895240315669,0.077462828893481,-0.00509448418116353,0.586323687547878
"1",-0.693206606807694,"7","male","32","9",-0.473752737415943,-0.30623922799497,0.874158549210569,-0.513327942439733,0.753686251021727,0.381706713046309,-0.261396212555222,-0.747993342620711,-0.43891751375718
"1",-1.01681915829906,"3","male","6","6",-0.629891486627848,0.00545641364022665,0.158058620686244,0.356729632000353,0.423056252244202,-1.53994724355324,-0.425732677327548,0.87727155908096,0.464446934901143
"1",-0.623744660682224,"7","male","55","8",0.507730923780928,0.237934469520288,-0.878640611055297,0.90051172511423,1.04834694308791,-1.3640171259303,-0.733116797201235,-1.49027239091937,-1.27541052682056
"1",1.13175752932374,"5","couple","12","6",-0.353584656371149,-0.446322956249554,-0.477448062911442,-0.774086405096551,0.745870267139764,-0.195332926257528,-0.126549873228678,0.119642359952548,0.320419868354777
"1",-0.366653875029655,"7","couple","42","6",-0.0017069653526845,0.454498107791947,-0.398380706817197,1.17760605537595,0.373937508347341,0.553178184297146,-0.33331275360527,0.0766297948112339,-0.139338575495408
"1",-0.801866298888973,"6","female","0","8",-0.19616343859015,-0.137861651506609,-0.992169750966283,0.551392305799182,0.0885603477939874,-0.874663670599322,-0.2254158724338,1.48244854816502,-1.21971849770913
"1",-0.101508328507528,"5","male","12","9",-0.265859427302854,-0.319917115326798,0.64468218608624,-0.448328867087312,0.46209498035971,0.264343951657135,-0.117666135896717,0.109765802612109,0.841642646392275
"1",-1.21051333965157,"8","female","48","8",-0.571244597467636,-0.300267258334027,-0.433540466442877,0.43213982492147,-0.528469063801559,-1.22245017390885,1.63754282734091,1.32911235915818,1.65442966642093
"1",0.603631246909447,"7","female","8","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",1.17604624117256,"4","couple","0","6",1.71241108232999,1.05473893296487,-0.298432090464622,0.543677547728477,-0.106950454206468,0.397677905284752,0.328304142598712,0.306024853349744,0.692901381842707
"1",0.666496380988554,"5","female","0","5",-0.954939221398417,0.158671276111946,0.210851565453868,-0.00348108969178778,-0.816144203941967,1.81152981976365,1.05664246045811,0.667563937351684,-1.25115445565343
"1",0.94471850950537,"5","couple","26","6",-0.981972726340744,1.26952363266624,2.2565806801587,2.87966485045104,-0.325397292862416,-0.700410146601757,1.23877080651289,-2.26445799452751,-1.27710080092396
"1",0.367635541005141,"7","couple","0","9",-0.825055571981872,0.116743588228827,0.88037397925969,0.478625629269967,0.352693172652381,-0.881928237900297,-0.0813585669666646,0.785435357933735,-0.169608165705994
"1",1.46256835209622,"4","female","42","2",-0.599939165957026,0.0883640015932791,-0.169587150034253,-0.702452591891468,0.216671954252687,0.680895524277545,0.199062192967892,0.637339723817082,0.181336430305593
"1",1.04030161959196,"8","couple","6","9",1.00491297245603,0.717502024562859,-0.961984156762956,1.64147949415258,-1.99785757280462,1.71594185962626,3.25111709172355,-2.2431617322504,0.130192689653592
"1",-0.397134970066572,"6","couple","4","9",-0.460618120641954,-0.845738645593312,-0.24596748713813,0.00568741551889821,1.00154281363858,-0.4176612884464,-0.0534100161237126,-1.01521071877659,0.202182398300636
"1",-1.99853505127577,"8","female","42","9",0.255651133743648,1.35579494834115,-0.327696800780956,-0.411510657309926,0.316779795494895,-0.122572626044647,0.220622639813303,0.409632296789421,0.172070791371269
"1",1.61042366322506,"5","male","17","9",0.563480841544139,2.58671907891926,-0.96653888396015,1.47660033378927,-0.67602428611226,0.523859904462753,0.716113642803977,-0.288267679935185,1.32939435461276
