"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3"
"1",0.00524511635112664,"4","female","42","7",0.286551997382307,0.972061796117437,-0.812240672270745
"1",0.594391143552501,"8","couple","48","9",-0.340532824850677,-0.545296837041072,0.932782522082783
"1",0.794126443380903,"6","female","8","3",-0.625193181355478,-0.0025672026015925,0.724128422641658
"1",-0.602858938138553,"7","couple","36","5",0.736747561322828,-0.293848612157542,0.342715924524026
"1",-0.602858938138553,"7","couple","36","5",-0.393685988830954,0.17217408958011,0.543932513282504
"1",0.794126443380903,"4","male","0","5",0.993521928820849,-0.279447188647754,0.142926203643184
"1",-0.504524655847662,"7","male","6","9",1.58002649944127,-1.25456045379765,0.113085931576845
"1",-0.591704263843251,"5","male","12","7",-0.305613813759882,0.281670899127551,0.430334635548567
"1",1.17373549081196,"8","male","39","6",0.376359704079915,-0.0852385127858914,0.415845209209175
"1",1.17373549081196,"8","male","39","6",1.01153032683726,-0.0184031874144803,-0.0847281044101965
"1",1.17373549081196,"7","couple","42","9",-0.582365782072158,0.30043335513638,0.499232884575298
"1",0.811382097358315,"8","couple","12","8",0.654642807297984,0.184530494759766,0.0232616885099723
"1",0.127464464907307,"6","couple","55","9",-0.212825538636628,1.38910213840264,-1.57395721819718
"1",0.687525408771668,"7","couple","17","9",-0.0650080151434258,-1.38386234247532,1.12303911130444
"1",0.687525408771668,"8","couple","42","9",-0.16010215326729,0.529266733696298,0.142647904548279
"1",0.782543916463226,"6","female","15","9",0.16762727883596,0.828466763611406,-0.437349242987323
"1",0.782543916463226,"6","female","15","9",0.210768842039778,0.920941298480036,-0.637752104187131
"1",-1.54552434267726,"6","female","0","9",0.165004500860408,0.461606007434808,0.0557390661088717
"1",0.828498027908128,"6","female","55","3",-0.324312517465116,-0.551862302148394,0.931273111546136
"1",0.650762640874474,"3","couple","1","1",-0.899531142483505,0.280014041964899,0.589315261135847
"1",-0.619702101945147,"7","male","21","9",-1.21656915576453,0.837483240586409,0.106541624288664
"1",-1.7278619650879,"6","couple","0","2",-0.795700625361233,-0.32848919212388,0.937051229157459
"1",-0.851829410724237,"7","male","48","7",-1.15532387058475,-0.0562910757405878,0.853747404473465
"1",1.25886669536415,"4","female","0","5",0.600959263971536,0.0782632835518822,0.157407178036234
"1",0.759186707829254,"6","couple","0","6",-0.543938697875715,1.53939602322355,-1.97757673291612
"1",1.02375729456875,"5","female","6","7",NA,NA,NA
"1",1.02375729456875,"5","female","6","7",1.83068248945881,-0.164723733713806,-1.18158941019957
"1",1.10007626544908,"6","couple","53","8",0.337196780707013,0.594258228923224,-0.210260130836067
"1",1.20249519804218,"4","female","0","5",NA,NA,NA
"1",0.992441079217632,"6","couple","6","9",-0.111702839418532,-0.982496717543376,1.02880646207039
"1",-0.47273750234741,"5","couple","51","6",0.716841057611759,-0.262900499275396,0.335741580840839
"1",-0.968215091135064,"7","couple","1","9",-0.126850746574327,0.115278413032142,0.496114301028801
"1",-0.682634665101818,"5","couple","6","6",-0.112362333381376,-1.18257044625735,1.08680351025937
"1",0.298485392823563,"7","couple","36","8",0.340786006827472,-0.33192550858881,0.586697348481673
"1",-0.777653172793373,"7","couple","29","9",0.374993164685914,0.568536337384815,-0.2033352712071
"1",1.31377383109404,"7","couple","31","6",-0.747163498009004,-0.0756006646871586,0.794798202287141
"1",-0.83303990146318,"6","couple","12","8",0.648599595743055,-1.08449153362155,0.762647908626112
"1",-0.83303990146318,"6","couple","12","8",0.388344928046548,0.138122008744598,0.238887409661328
"1",0.496963490429979,"4","female","36","6",-0.0669233602902414,-0.518511893559314,0.8407425363543
"1",-0.536797128113367,"6","couple","12","9",0.254460063141801,1.10701949689939,-1.11822597334971
"1",-1.99733508021048,"7","female","39","8",-0.140754453724449,0.450116089839141,0.215796036243553
"1",-0.705991873735787,"8","female","24","8",1.46069053503478,0.600373781629118,-2.02324678855299
"1",-0.913103436429292,"8","male","42","9",-1.10529504637351,-0.442177907403739,1.03751496137112
"1",-1.63472769986874,"7","female","20","8",0.0253961618346364,1.08699665909005,-0.839976502578026
"1",-0.748696475127002,"8","male","34","9",-0.73023670851687,0.836739017641175,-0.0121040389000315
"1",-1.32981202942277,"8","female","42","9",0.0197031260714814,-0.115221329688481,0.596492483663875
"1",0.0549840199864799,"7","male","4","6",-0.524623986966294,1.04477901876195,-0.411098140697232
"1",0.705669776604358,"7","couple","0","6",-0.96681673547599,0.917462387157641,-0.0551645265067305
"1",0.705669776604358,"7","couple","0","6",-0.711476627916966,0.73418275922932,0.111323789000777
"1",-1.75662167231812,"3","couple","6","6",0.834639192529701,-0.205446035811668,0.214518375460389
"1",-1.71646675757959,"4","male","0","9",-0.620185351853043,1.16432976403155,-0.601588239208214
"1",0.705669776604358,"4","couple","39","8",0.00753150557397917,0.753413966573113,-0.217684506947165
"1",0.705669776604358,"4","couple","39","8",0.536011375175338,0.64621672375609,-0.442231767923538
"1",1.11501488503525,"4","couple","22","9",0.723428718960292,0.4953520438164,-0.394698262278872
"1",-1.00847927754637,"7","couple","22","9",0.851455538390892,0.609782939727787,-0.714408122390615
"1",0.415653240079074,"4","couple","20","6",0.905541845468414,0.96341503462719,-1.75162851261189
"1",-0.115576674551738,"8","male","39","9",0.057637703898031,0.417392365324453,0.157890538270155
"1",-0.115576674551738,"8","male","39","9",0.721550450903455,0.155736850009596,0.000143381109301643
"1",-2.08826548146905,"6","male","0","8",-1.38716885657352,0.527712639245906,0.463487028249373
"1",-0.0803457611122211,"7","male","22","9",0.714626886343206,0.308449742004728,-0.152767787806687
"1",0.415653240079074,"7","couple","48","9",1.38267761228229,-1.18240853860702,0.285976661685867
"1",-0.0629480836944608,"6","male","49","9",0.423687796845199,0.738244313972846,-0.490315022730063
"1",0.794126443380903,"5","couple","36","9",0.771388011992861,-1.11230204995313,0.705766218767938
"1",1.00815718041494,"6","couple","4","9",0.746045499437744,0.380828060149071,-0.265338124743142
"1",1.08503132027381,"6","couple","42","7",-0.194282763760089,-0.012993323384297,0.608731326107187
"1",0.0713069263763109,"8","male","53","9",0.150112805514635,-0.539426365608371,0.772860318129173
"1",-0.909221330886996,"7","female","41","9",0.727991957134116,0.00409095826427146,0.130904633275365
"1",0.415653240079074,"4","couple","34","9",1.39405974714447,-2.53581253992847,0.57681970933208
"1",0.928381453451674,"6","couple","42","9",0.0159357672531478,0.324536524832411,0.266424780327124
"1",-2.07925137026669,"8","female","0","9",0.953088013930468,0.957241844214137,-1.85759874609734
"1",-1.67149046776593,"7","couple","13","5",0.396796708459938,0.296736209733155,0.0895073727245668
"1",-1.67149046776593,"7","couple","13","5",-0.0523825143097512,1.25643819574049,-1.24167588053446
"1",0.759186707829254,"7","female","24","7",1.18188934287062,-0.0104232956911409,-0.268480172772053
"1",0.960653925717379,"7","female","36","6",-0.508211872221515,0.471259556442747,0.328914984053929
"1",0.960653925717379,"7","female","36","6",-1.15332452632326,-0.459955224019055,1.05132938101016
"1",-0.671052138184139,"8","couple","42","9",-0.989578054478808,1.05037662621597,-0.252397186549098
"1",-0.671052138184139,"8","couple","42","9",-0.373062559509131,0.416836578853869,0.335747530874492
"1",0.496963490429979,"3","male","0","9",-0.66741510612331,1.33184345396103,-0.992125315529143
"1",0.828498027908128,"7","female","12","6",1.3621040800134,-0.719629604881889,0.0857716324600223
"1",1.34070165860683,"6","couple","33","7",0.368921196897664,-0.221159565977794,0.508181007375832
"1",1.34070165860683,"6","couple","33","7",0.669644467324676,-0.224391737113546,0.340781867823917
"1",-0.884433746696353,"7","male","6","9",0.157363710127016,1.25226631251235,-1.48184264713335
"1",-0.759508804960684,"8","female","51","9",1.40931443358632,0.581312730679151,-1.74563933541728
"1",0.174439861973546,"7","couple","12","9",0.231101902141092,0.994934993560563,-0.810470259320326
"1",0.174439861973546,"7","couple","12","9",0.10927101493944,0.19981595856243,0.331874498968579
"1",-0.83303990146318,"7","couple","0","9",1.45090076767773,-0.365675285171451,-0.26253516568379
"1",0.331089728795678,"7","female","4","8",-0.262174067298934,0.835828215793452,-0.193774121301071
"1",0.331089728795678,"7","female","4","7",0.0177126172325205,0.273879213547162,0.310682403620815
"1",0.197541795457923,"7","couple","13","9",-0.014744395231879,1.16566106007667,-1.00506407074471
"1",0.928381453451674,"7","couple","0","4",0.0394250636504556,-0.312397003219915,0.702755108336309
"1",0.928381453451674,"7","couple","0","4",-0.338391274279111,-0.314589405168585,0.825697997163979
"1",0.0549840199864799,"7","male","20","9",0.234793136964211,0.645462490829918,-0.208803123829195
"1",1.59264304647235,"6","female","31","3",-0.46050226556392,-1.86737020318594,1.30823581042124
"1",0.776728765963143,"7","couple","48","8",0.772162126713792,0.685150232227009,-0.754881068606416
