"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3"
"1",-1.31409592822547,"6","couple","32","1",-0.329564370248205,0.518990545714373,0.221345604481483
"1",0.960653925717379,"8","female","34","9",-0.279648993620623,0.711081582630379,-0.0164088096771142
"1",-0.248448946744652,"7","female","9","9",-1.52580337531121,1.3824782596748,-0.807692679864618
"1",1.34070165860683,"2","female","23","4",-0.239296428576703,1.52544288763384,-2.44670818769321
"1",-0.602858938138553,"8","couple","27","9",0.418625054665913,0.410777112486719,-0.0437996963269332
"1",0.555957250678046,"8","couple","8","9",0.0678866548051739,-0.814477033264655,0.915130236468326
"1",0.555957250678046,"8","couple","8","9",-1.42622171409279,0.0350899931198485,0.833163619449994
"1",0.705669776604358,"4","couple","0","9",-0.184868893185707,0.552384248371188,0.128414463267276
"1",1.00815718041494,"7","couple","42","6",-1.12371095979014,0.138031693638609,0.729578578030233
"1",1.00815718041494,"7","couple","42","6",0.135023544623651,-0.647351448312858,0.825763446413074
"1",0.776728765963143,"7","couple","53","9",-0.313902368612369,-0.046386740883522,0.668171962519341
"1",1.59264304647235,"7","female","17","6",-0.869852732735084,-2.52664589125561,1.44524294575206
"1",0.0302608624367123,"5","couple","42","9",-0.447884949458907,-1.34842573465452,1.21078805311796
"1",-0.169549118303695,"6","male","48","6",0.308290698365242,0.637715832288591,-0.248573961927836
"1",-0.360111036645385,"7","female","36","9",0.756985647255553,-0.0244497253965203,0.133184267432361
"1",0.928381453451674,"5","female","47","4",1.01924924858325,-0.0089557911858438,-0.100808160531714
"1",-1.45993346521392,"8","female","42","9",NA,NA,NA
"1",-1.45993346521392,"8","female","42","9",-0.612941307762569,0.419631731551606,0.406889973179853
"1",1.08503132027381,"4","male","6","7",-0.651092088322432,-2.50871056397288,1.41037097910272
"1",0.960653925717379,"7","couple","45","8",-1.32349406838774,0.157643516778299,0.743914807677052
"1",-1.7089039377996,"5","female","0","4",-0.258899376485933,0.488628724297623,0.225246470587568
"1",0.687525408771668,"5","couple","15","9",-0.698757715045433,1.10916276269578,-0.456124030394907
"1",0.287504558396253,"5","couple","34","9",0.33545063110578,-1.31019519224694,0.969662875530821
"1",-0.636680553656914,"5","couple","34","9",-0.378112098811536,-3.32330303037094,1.38636095974367
"1",1.00815718041494,"3","couple","6","3",-0.519834958661414,0.0474556590792197,0.666130648712778
"1",-0.17868004340311,"5","couple","39","9",0.242744458857507,-0.16844945775431,0.535688829708276
"1",-1.56306640081115,"7","male","0","9",0.608002758210392,-0.259376617656772,0.401541869982352
"1",-0.262683383522862,"7","female","6","9",0.667635041533847,0.00805027596095586,0.170526934759347
"1",-0.664132963843606,"7","male","24","9",0.452093658836287,1.14962514869569,-1.54122784680731
"1",1.59264304647235,"4","female","34","5",1.35044733608422,-2.07417239555153,0.551797494710199
"1",0.613349170840806,"4","female","0","6",-0.0275564802867061,1.24158554033344,-1.2187177968087
"1",-0.928703550583104,"6","couple","8","9",1.42639012902216,-1.32721206631042,0.298412085355136
"1",-0.928703550583104,"6","couple","8","9",NA,NA,NA
"1",1.3272806238466,"4","couple","53","7",-0.0842551373400047,-0.76173582146457,0.94540819000005
"1",1.3272806238466,"4","couple","53","7",1.05398267502791,-0.034881277828572,-0.11026253534128
"1",-0.723680729041416,"8","female","48","9",0.583941299975607,0.187983236145231,0.0707872464283702
"1",1.28649853816193,"7","female","6","6",1.38505342882805,0.439292776574749,-1.26743589069548
"1",-0.441421286996289,"4","female","42","4",1.0968922966694,-0.516905275277932,0.21270849865284
"1",-0.0803457611122211,"7","male","48","9",-0.220433385437018,0.573108800518248,0.120838157922936
"1",-0.504524655847662,"8","male","6","9",-0.484555058602226,0.946095776016934,-0.261063874603917
"1",-0.425935460419139,"4","female","0","9",1.19345950114072,-0.0622933738665753,-0.229799008998331
"1",1.02375729456875,"4","couple","42","5",1.37817682191891,-0.30083880696056,-0.22686825424608
"1",1.02375729456875,"4","couple","42","5",1.26732207113257,0.409552061972329,-0.966587222647162
"1",0.94457927887022,"2","couple","48","5",-0.331728470674601,-0.413644565362861,0.871932377003679
"1",1.59264304647235,"3","female","48","5",-1.39306755365671,0.348338656069542,0.615049545574382
"1",-1.09138425137815,"7","male","42","5",-0.35342772151588,1.58686024186758,-3.30249218843951
"1",-1.13408885276936,"5","male","41","9",0.346564969948944,-0.873372870315032,0.830182671004145
"1",-1.13408885276936,"5","male","41","9",-0.124548519341239,-1.06450350058905,1.05728592001795
"1",-0.636680553656914,"8","female","20","7",0.856012246790997,0.980334779342889,-1.69669840543822
"1",0.94457927887022,"8","couple","42","9",-0.347623735627268,0.278219003616925,0.447192722149411
"1",0.94457927887022,"8","couple","42","9",-0.672161230706377,-0.843740102114761,1.11798001484529
"1",1.18816425587104,"5","couple","49","5",-0.395042086545989,-0.370522679865234,0.868345555695665
"1",-0.602858938138553,"7","female","6","9",-1.48816158984017,0.0560085969260962,0.82670475611364
"1",0.811382097358315,"7","couple","0","9",0.103905435539828,-1.15708286329687,1.01279074189434
"1",0.811382097358315,"7","couple","0","9",-0.337092919650622,0.418385933469245,0.321883698641958
"1",1.44510835493778,"7","male","22","7",0.234931509242433,-0.129185027069847,0.514398839648295
"1",0.632138680101862,"5","couple","9","9",-0.365102598545154,0.910218759702356,-0.257696133900922
"1",-1.45993346521392,"4","female","51","5",1.28687317290612,-1.09634828889907,0.338263440137495
"1",-0.591704263843251,"8","female","6","9",0.0365896581168405,0.443457823523614,0.141766196763421
"1",0.151082653339576,"5","female","0","9",-0.464014266180888,0.458900221532644,0.326652269012525
"1",-0.151404750471006,"5","couple","8","8",0.528160749570526,0.17688496835066,0.11887002285765
"1",0.741497852523626,"7","couple","0","9",0.259414305806486,0.433792224887443,0.0317169941180302
"1",0.960653925717379,"4","female","42","8",-0.0998318261501724,0.452238221265301,0.196088529760469
"1",-1.78577807765847,"7","female","6","9",1.28639854793559,-0.492030101286923,0.0209113516990383
"1",-1.04952534148597,"7","couple","34","9",0.191670851274235,0.714732581992448,-0.277127183972663
"1",-0.243725356234558,"7","male","0","9",0.364372564343766,1.27331831289917,-1.96042241641683
"1",-1.26763678610712,"6","couple","0","8",-1.47576580472771,-0.000441631087393033,0.859199144261824
"1",-1.26763678610712,"7","male","9","9",0.295678738130245,-0.490408427561132,0.689872439955569
"1",1.28649853816193,"4","couple","47","6",-0.175287181164407,0.511645859402215,0.167756043085821
"1",-0.83303990146318,"7","male","17","8",-0.655160459750458,-0.16819609473866,0.827208855733075
"1",0.960653925717379,"4","female","36","7",0.474935353492543,1.0634672454116,-1.27453707295359
"1",0.960653925717379,"4","female","10","4",0.0782072837457007,0.325628210238867,0.236356307626815
"1",0.960653925717379,"4","female","10","4",-0.694238586811226,0.421678211807241,0.426709240038286
"1",0.723659722413116,"4","couple","18","8",-0.856287608877334,0.933569939650018,-0.108928213433748
"1",0.928381453451674,"8","couple","39","9",NA,NA,NA
"1",-1.00847927754637,"8","female","42","8",1.10210682623305,0.540793592878627,-0.940077159293715
"1",0.197541795457923,"7","female","48","9",0.524558122966382,-0.0663928109669763,0.319840845174824
"1",0.265370263232111,"8","female","53","9",0.67809862559297,0.0986315040958752,0.0856988726452738
"1",-0.320599496093426,"7","female","27","9",-0.893367576820253,0.224128321074563,0.629660236973944
"1",1.14457908547162,"7","female","8","8",-0.199368650080192,0.7411718386418,-0.0918320521892505
"1",0.613349170840806,"8","couple","33","9",0.512562709832686,0.721966482496952,-0.543069314250566
"1",0.613349170840806,"8","couple","33","9",0.657553264303712,1.02162515243232,-1.43397874205809
"1",1.05461632253329,"6","female","13","4",0.120557415144563,-0.928241217914089,0.936620778064959
"1",-0.0629480836944608,"7","female","45","7",1.92741191115875,-1.00466894815819,-0.509139754615038
"1",-0.0629480836944608,"7","female","45","7",1.82629593827801,-0.426685514377311,-0.815952388569632
"1",1.07494153560992,"5","female","34","9",1.81737182173176,-0.631572033908481,-0.594776092808915
"1",1.07494153560992,"5","female","34","9",1.00917535960104,0.0275976596894697,-0.125793319095826
"1",0.613349170840806,"8","female","31","6",0.267542914616638,0.561801184378545,-0.121660579408427
"1",-1.19980831833293,"4","male","36","6",2.20424413034408,-0.463079667026483,-2.03808628753165
"1",-0.525984798279685,"5","female","42","2",0.957322731739316,0.0182198986910583,-0.0683852683852637
"1",1.25886669536415,"8","female","0","9",0.0666552294310927,-1.03152495495177,0.988323670264558
"1",1.10007626544908,"8","couple","42","9",-0.381994333024243,0.0684061515280091,0.613851536217006
"1",0.436275899982851,"4","couple","6","3",0.726948479198294,-1.40151961926752,0.815191316097098
"1",1.14457908547162,"8","couple","6","9",0.598120701883003,0.478960147543718,-0.26020356965754
"1",1.14457908547162,"8","couple","6","9",0.754921604757138,0.269292656151517,-0.143481552676571
"1",0.622764802772578,"5","couple","51","9",NA,NA,NA
"1",0.723659722413116,"6","couple","0","9",-2.39171989233193,0.6030079881085,0.455395148266723
"1",-1.13408885276936,"8","couple","39","4",-0.697158119486557,1.093179950378,-0.426598341879526
"1",-0.488571328246016,"7","male","26","5",0.109611412941143,0.212484434194302,0.321146308481802
"1",1.31377383109404,"4","female","51","3",-0.401358860463548,0.538030635187511,0.227808333712208
"1",0.415653240079074,"4","male","21","3",-0.57791907974049,-0.260627690234595,0.858637927086084
"1",0.632138680101862,"8","couple","13","9",0.024627356044752,-0.278250865276818,0.689817462827504
"1",0.928381453451674,"8","couple","39","9",0.708643296599012,1.11028421010918,-1.92626657833625
"1",0.928381453451674,"8","couple","39","9",0.545206814617264,1.01849810755533,-1.23996155302937
"1",-0.380147261291236,"8","female","6","9",0.358473529270564,0.232042729112929,0.173820683182994
"1",1.08503132027381,"7","couple","34","8",0.586590777015549,-0.564134953745939,0.584182417224559
"1",1.25886669536415,"8","female","0","7",0.411217246562084,-0.285205879422823,0.525531106935735
"1",-0.151404750471006,"5","male","13","6",0.2363712694416,-0.259165021294183,0.593049817362257
"1",-0.151404750471006,"5","male","13","6",0.793953058790948,-0.0157608318148213,0.0981298394419737
"1",0.705669776604358,"7","couple","47","8",-0.118340931748967,-0.318529046847077,0.761312089038088
"1",0.705669776604358,"7","couple","47","9",-0.16733754842631,-0.90830005919652,1.02107951896313
"1",1.02375729456875,"8","female","42","8",1.46828232549185,0.350847329309182,-1.25971909979656
"1",-1.5281266652595,"7","male","27","9",-0.220186260898946,0.898260393055448,-0.310666039719
"1",-1.5281266652595,"7","male","27","9",1.08471071600019,-0.113097827870035,-0.0699867518115577
"1",0.496963490429979,"3","male","42","7",0.267217894702796,0.916245517269333,-0.676886540917241
"1",1.05461632253329,"4","female","6","2",-0.116819962130038,-0.401777708517146,0.802562852899276
"1",1.23086885726226,"4","female","48","3",1.08648319856301,0.0568482237570784,-0.233083888356895
"1",0.928381453451674,"8","couple","48","9",-0.45898318979195,-1.36734428667654,1.2173881250887
"1",1.14457908547162,"5","female","0","8",1.66780833328294,-0.255628744198244,-0.70087057628922
"1",1.14457908547162,"5","female","0","6",1.44768302797819,-0.0289737771101973,-0.599484144010662
"1",-0.425935460419139,"4","couple","9","1",0.543567344612994,0.251656183197588,0.0374726310188988
"1",0.687525408771668,"6","male","13","7",0.949124283069213,-0.429622311486421,0.277730536619423
"1",0.879029658300809,"5","couple","13","4",1.26175580204468,0.485689645499766,-1.11005034188194
"1",1.1298486713398,"8","couple","0","5",-0.56664308969045,-0.584027913130071,1.0026230383715
"1",0.496963490429979,"8","female","48","8",1.28256810849566,0.645854414684312,-1.57985330837615
"1",0.845476479619896,"6","couple","6","5",-1.39966452309885,-0.476100706861097,1.08545057410385
"1",-0.0803457611122211,"7","female","0","9",0.531588835964695,-1.24503093079434,0.868613906119218
"1",0.723659722413116,"5","couple","48","7",NA,NA,NA
"1",1.02375729456875,"7","female","48","6",0.440112311004217,-0.750288347377733,0.741158347114503
"1",1.48296857671646,"7","couple","6","5",0.995085889662131,0.398099215108438,-0.549228225982147
"1",0.575261548075018,"8","couple","0","5",1.47720415712338,-0.154519427907572,-0.500243337559882
"1",0.776728765963143,"5","couple","42","9",1.27673430943865,-0.286898479073629,-0.121484098627384
"1",-0.851829410724237,"7","couple","34","9",-1.14969888367574,1.14389781885942,-0.372848683108177
"1",-0.909221330886996,"7","couple","13","9",NA,NA,NA
"1",0.976607253319025,"7","couple","51","5",0.463729798410826,0.394683986997866,-0.056851634139754
"1",1.40655763525402,"5","couple","0","6",-0.372492411669543,1.47868576227409,-1.82778900555125
"1",-0.759508804960684,"8","female","55","9",0.0074919667542402,1.01315884832911,-0.662302693518627
"1",-0.124476922958216,"7","female","29","9",-0.015938871441298,0.371681550455359,0.237149646857893
"1",-0.420798627092512,"3","male","6","7",-0.421436209526849,-0.758501060401991,1.03573201847917
"1",-1.38575722728305,"7","couple","42","7",-0.486821393815561,1.20416136946981,-0.760181047503095
"1",1.17373549081196,"4","female","51","6",-0.0068066946695884,0.923359953321128,-0.479920353652583
"1",1.17373549081196,"4","female","51","6",0.843656049401536,0.952004700277139,-1.55674718850562
"1",-0.705991873735787,"5","couple","12","8",1.08207570922895,-0.112774348457098,-0.0677139841895816
"1",-0.243725356234558,"4","female","21","9",-0.538786968719707,0.162734708578793,0.592092595759871
"1",-0.0716290235077409,"8","couple","6","9",0.834458660003737,0.49183749286239,-0.503176846965551
"1",0.759186707829254,"5","female","17","4",-0.519618811838032,0.101166109752644,0.630135173644972
"1",-1.13408885276936,"8","couple","6","9",0.681948603377574,1.11854825861739,-1.89710191536656
"1",-0.968215091135064,"7","couple","25","9",0.156487171901787,0.51348836578602,0.00293966548388133
"1",-0.968215091135064,"7","couple","25","9",-0.0482520565516813,0.502317868264568,0.120943149972213
"1",1.27272776715444,"7","couple","10","1",0.704331087476723,0.747798797430198,-0.793906718651329
"1",1.27272776715444,"7","couple","10","1",-0.584110341877319,0.17031667792401,0.598515726983935
"1",0.103579398642016,"4","male","45","6",-0.0566742380742887,0.766795722161463,-0.200361104752083
"1",-0.928703550583104,"8","female","10","9",0.473836882032603,0.336279651354783,-0.00076102911339294
"1",1.3272806238466,"4","female","0","5",0.892884119498991,-0.841545353572341,0.529600092283874
"1",1.3272806238466,"4","female","0","5",0.15980175700534,0.0273336505505227,0.442087291766276
"1",-0.851829410724237,"5","female","2","8",2.61146921547091,-2.25553068972048,-1.86410581229704
"1",0.613349170840806,"7","female","4","8",-0.643032526755187,0.748049810908907,0.0735580334918922
"1",0.613349170840806,"7","female","4","8",0.976312378109459,0.662211297552074,-0.990942443367914
"1",0.476927265784128,"6","couple","9","8",0.315362357931202,1.36010129489368,-2.51096008484023
"1",0.151082653339576,"7","couple","47","9",-0.133194238120965,0.911319334442108,-0.380347151094002
"1",0.613349170840806,"4","couple","33","9",0.265301586600548,-0.118137252084024,0.493097902645796
"1",-0.968215091135064,"4","couple","6","5",-0.316775043733926,-0.266610979263398,0.795000030947802
"1",1.40655763525402,"4","couple","39","6",1.09222823848803,-1.0086424713544,0.459842240087369
"1",0.613349170840806,"8","male","27","8",-0.490027247214423,1.51947659967918,-1.91865963892481
"1",1.25886669536415,"6","female","26","3",0.401766697435779,0.235914632899341,0.144508810209922
"1",1.25886669536415,"6","female","26","3",2.28487553362867,-2.33138683406164,-0.655450698113169
"1",0.575261548075018,"5","couple","42","9",-0.0789506971428318,1.04288608425103,-0.661135860157633
"1",0.575261548075018,"5","couple","42","9",-0.575699858677786,1.43229862604997,-1.39556656871291
"1",1.41087593271836,"5","female","45","8",0.40131231066897,-0.933095665599303,0.828145739188663
"1",-0.705991873735787,"5","female","48","8",0.389858576259913,0.651110021536243,-0.327870152140239
"1",1.36729076231893,"7","couple","33","5",0.0180296562024899,-0.488839230352544,0.798356321747043
"1",-0.380147261291236,"4","male","21","6",-0.268364084410936,-1.02159306662845,1.08369305270655
"1",0.373794330186893,"5","female","42","6",0.267029755591197,0.405754639875523,0.0571220242372612
"1",-2.36794553835746,"4","female","47","5",0.00377342233588561,-0.428644438242428,0.774846545981521
"1",0.705669776604358,"8","couple","45","9",1.43574757038443,0.286573906260787,-1.05559915620894
"1",0.811382097358315,"7","couple","45","9",-0.174787225686346,0.139656027901212,0.495616780850794
"1",0.811382097358315,"7","couple","45","9",-0.280639934435657,0.66566535440742,0.0398199085839675
"1",0.302133031129307,"7","female","34","9",0.0611242698408713,0.223823855271925,0.333941754405829
"1",-1.45993346521392,"5","female","0","2",1.51636032853889,-0.906474933500023,0.022775302100823
"1",1.18816425587104,"8","couple","42","9",0.37424299028563,0.301924119055085,0.0983276332632463
"1",0.912058547061843,"4","couple","0","6",1.02898023803313,-1.11962685672835,0.547260304164907
"1",-0.636680553656914,"7","couple","42","9",-0.239873065036843,0.413196450220439,0.291149351585271
"1",1.05461632253329,"4","couple","12","9",0.135401862090827,0.697836518762326,-0.216565585625391
"1",-0.814415940690568,"4","female","42","4",1.61959365764402,0.497171351828267,-2.32754642910236
"1",0.811382097358315,"4","couple","0","4",0.170175861900244,0.0252478016985361,0.438855643926652
"1",-0.335329910225243,"7","couple","42","9",-0.608929026934285,0.323308082570464,0.487836874565933
"1",-1.63472769986874,"5","male","36","6",0.433014304540805,1.03218076602548,-1.12457331373435
"1",1.59264304647235,"4","female","8","3",-0.724144459002781,-1.2471047802456,1.24052650605206
"1",0.287504558396253,"4","female","0","5",1.31809507455238,-0.812174862828306,0.179835841307173
"1",-0.115576674551738,"7","male","45","9",0.194688489667136,0.0481128049896676,0.410748036085057
"1",-0.115576674551738,"7","male","45","9",-0.00407717722201233,0.247513958805316,0.34282420098017
"1",-1.32981202942277,"7","female","12","9",1.75246201015636,-0.283513726596537,-0.831260975060047
"1",-1.32981202942277,"7","female","12","9",NA,NA,NA
"1",0.960653925717379,"5","female","48","8",0.0753053363198981,1.15676709772371,-1.06663674765062
"1",-1.36159918292303,"7","male","0","8",0.136438151778342,-0.943186849591295,0.936007956889255
"1",0.86231964342649,"8","couple","42","9",0.622678983107335,-0.471873154947523,0.516840228676081
"1",0.594391143552501,"7","couple","34","9",0.694413358555725,0.256583288299305,-0.0798592359019802
"1",1.21672963482039,"5","couple","15","7",0.152962989721267,-1.47516024820419,1.07537464325229
"1",0.536475030981938,"4","couple","0","8",0.356931328083425,-0.361635426433929,0.595482946659057
"1",0.794126443380903,"6","female","15","8",-0.11317872005751,-0.802871717263273,0.969190885274657
"1",1.17373549081196,"7","couple","0","6",0.49808696140372,-0.378982756181997,0.534444114571286
"1",0.613349170840806,"8","couple","47","9",-0.0173532953434544,-0.215220944234208,0.670087822052156
"1",-0.802090507088883,"7","female","45","8",0.158922070034536,0.754239890681201,-0.3135548416028
"1",0.496963490429979,"8","couple","51","9",-0.349178858838133,1.05418378299092,-0.515757296264175
"1",-0.636680553656914,"7","couple","27","9",0.651193801115516,0.716730580905475,-0.673915031842005
"1",1.28649853816193,"5","female","12","8",0.642364012505383,-0.297471703118828,0.404737557989434
"1",-1.93791608391245,"7","male","1","9",-1.27198680513927,1.22969922109869,-0.509873173303394
"1",-2.64285260473383,"5","female","42","6",0.520364202394992,0.158932301906489,0.140198705250448
"1",-2.64285260473383,"5","female","42","6",0.49527606107223,0.96052412814284,-1.01350617835122
"1",0.741497852523626,"7","couple","39","9",0.863640890552697,0.577072023097328,-0.672387289503734
"1",-2.03474855024415,"5","male","16","3",1.61516256481241,-0.473046197228674,-0.398413432794584
"1",-0.340262948341936,"5","female","21","8",-0.976117403122705,0.956397877199959,-0.10890790848325
"1",-0.0115980474554683,"5","female","39","8",1.02089247483438,-0.711009033716817,0.379801922450227
"1",-0.0115980474554683,"5","female","39","9",0.739483510062158,-0.454605347341101,0.43740572037589
"1",1.11501488503525,"3","female","6","5",1.20387925578149,0.34419931120496,-0.748918452238829
"1",0.25794035795989,"7","female","42","9",0.0673128686402986,0.81216647185191,-0.34235520900034
"1",0.851105792863394,"7","male","26","9",-0.145078335652906,0.506162412169438,0.160565054513369
"1",-0.35016369652979,"7","male","39","9",0.25930918307498,0.117766296216251,0.325471613828596
"1",0.00524511635112664,"7","female","34","9",-0.348809986666999,0.000385106181063847,0.648980572607183
"1",0.00524511635112664,"7","female","34","9",0.991882348489276,0.438374861258899,-0.60565013694171
"1",0.536475030981938,"4","female","34","6",-0.841022642270098,0.35965231694995,0.514175032355384
"1",-0.234309724302785,"8","couple","17","9",0.824201971398591,0.548694435338686,-0.579355891769542
"1",-0.234309724302785,"8","couple","17","9",0.110516695286454,0.164405142401243,0.360214919661578
"1",0.496963490429979,"4","couple","1","5",0.92581392798112,-0.7907003523139,0.485320623672625
"1",-0.802090507088883,"8","male","0","7",NA,NA,NA
"1",-0.671052138184139,"7","couple","15","9",0.131910859534617,1.01926108629682,-0.7754309596908
"1",1.08503132027381,"8","male","6","9",0.0185335185773349,-0.0559770190959325,0.559151434193588
"1",-1.51087101128209,"7","couple","0","9",2.03015130142494,0.0307390780662333,-2.92347940091652
"1",0.021955131225446,"7","female","17","9",0.413752400337851,0.603039058339117,-0.278266698095987
"1",1.02375729456875,"4","male","0","3",0.475756693560515,-0.328626945627842,0.517611968311464
"1",-0.0978878192461088,"8","female","36","7",-0.153770775708824,0.386053326088123,0.282680599825754
"1",-0.20631188620089,"5","male","48","8",0.378804614474525,-0.529124788079641,0.671212515415116
"1",0.735568519396987,"8","female","8","8",NA,NA,NA
"1",0.352549871227701,"6","couple","0","5",-0.679196800555627,-0.700737589292653,1.07006706721434
"1",1.30018017734113,"7","couple","6","1",0.0230205285981143,-0.542894151991875,0.821165416768843
"1",-1.26763678610712,"6","female","39","5",0.219800361049748,0.714270597881333,-0.295593043425971
"1",0.811382097358315,"8","couple","9","9",-1.22910562555267,0.743346795623714,0.220856961915757
"1",-0.777653172793373,"7","female","45","1",0.197034515579996,0.88832477614462,-0.564654843006576
"1",-0.671052138184139,"6","male","47","1",1.00352156374309,0.209667947689565,-0.313022873376239
"1",-0.504524655847662,"7","female","17","9",-0.672934427489517,0.915894633397832,-0.141853305415173
"1",0.197541795457923,"5","female","41","9",-0.0101122899704709,0.428493427551107,0.179266915315773
"1",-0.291443090753077,"4","couple","41","5",0.841071002597811,-1.5530679717905,0.790795933261231
"1",-2.59926743433441,"5","female","42","9",1.83535592535348,-2.15874913334073,0.0746380426875294
"1",-0.360111036645385,"7","female","8","9",NA,NA,NA
"1",-0.360111036645385,"7","female","8","9",0.222194001072546,0.725459828102101,-0.313774323400982
"1",-0.48328019688847,"8","male","13","9",0.265325321669764,-0.363525400113938,0.638360096273962
"1",1.25886669536415,"8","male","53","9",-0.692889895192073,0.902550494664001,-0.115503215746608
"1",1.25886669536415,"8","male","53","9",0.034872341075315,-0.2683737862431,0.68055424090622
"1",0.555957250678046,"6","couple","12","7",0.17103606189631,-0.609752189032734,0.796049396528686
"1",0.555957250678046,"6","couple","12","7",1.23392833824487,-1.24520185427812,0.438155094964964
"1",-0.795954636674118,"8","female","34","8",NA,NA,NA
"1",-1.42664449575447,"7","female","27","9",-1.05059484463141,1.44210600423802,-1.13799566171624
"1",-1.42664449575447,"7","female","27","9",-0.294624479783441,1.01367847831653,-0.469139243379853
"1",0.265370263232111,"4","female","0","4",0.321387505346363,-0.214861984078266,0.527538586768154
"1",-0.0328425064146608,"6","couple","17","9",0.763863920092625,0.733623543889131,-0.839371111668802
"1",-0.380147261291236,"4","couple","2","9",0.930586561717987,-0.0913119121197306,0.0510166391886097
"1",-1.58431085977034,"4","female","41","6",0.808859929759893,-0.0295503448620291,0.0981585010456139
"1",-0.777653172793373,"8","couple","13","9",-0.510979659209464,1.12066629751917,-0.563418818001632
"1",-2.03474855024415,"5","male","31","6",-0.0491933176385617,0.648298796079224,-0.0466398101078952
"1",1.05461632253329,"8","couple","31","8",-1.28132182510954,1.06471266809106,-0.204894657246818
"1",-0.277014325694,"8","couple","39","9",-0.422598247383278,-0.116479276386821,0.741442911186687
"1",-0.277014325694,"8","couple","39","9",0.436509923595248,0.303313285547562,0.0577933288996958
"1",1.31377383109404,"8","female","17","8",-0.703899772693191,0.991400818067865,-0.247459728646125
"1",0.845476479619896,"4","couple","34","8",-0.305693582930956,-0.320659153126671,0.81962059547183
"1",1.11501488503525,"7","female","15","7",0.281810921483397,0.372302470800703,0.0831521453268634
"1",-1.06338641327625,"7","male","24","9",-0.682136576229874,0.435418787257091,0.411388643358543
"1",0.723659722413116,"8","couple","39","9",0.408418102091663,0.258421572947535,0.119317654625012
"1",0.723659722413116,"8","couple","39","9",-0.375622763222934,1.37440056285626,-1.34320081237433
"1",-0.877144753702627,"5","couple","15","9",-0.310231731010114,0.467497947292539,0.265567728444697
"1",-0.877144753702627,"5","couple","15","9",0.482483108784138,0.381918973768067,-0.0558517954567458
"1",0.845476479619896,"5","couple","12","3",1.04991012412894,-0.333849725016031,0.133695426601278
"1",-0.045692429717049,"6","couple","34","9",0.281327660862998,0.666008251871177,-0.269031779332096
"1",-0.954962346321472,"4","male","17","8",-0.178375320703923,-0.300203642032763,0.771126337731463
"1",1.34070165860683,"6","male","41","4",0.492513903651031,-0.930780187448683,0.786166743599713
"1",1.25886669536415,"5","female","29","4",1.73945301651254,0.23033697241242,-1.77479922539425
"1",0.776728765963143,"5","couple","39","9",-0.328921077384143,0.203852584690533,0.499827926867923
"1",0.243001738373715,"7","couple","8","9",-0.781482207127983,0.439212324444746,0.432800529866898
"1",0.669223944890924,"8","couple","25","9",-0.160861150968335,-0.533350172734146,0.876922466353517
"1",1.28649853816193,"4","female","45","4",0.702266164371863,-0.934830637596777,0.681278854855932
"1",1.28649853816193,"4","female","45","5",0.469851963827902,-0.462143459027883,0.593739729749827
"1",-1.69948830586783,"2","couple","34","6",0.310099289250323,1.05050417455334,-1.02631883296467
"1",-0.777653172793373,"6","female","6","9",-0.374798443346411,1.4906611423389,-1.89639789633115
"1",1.28649853816193,"3","female","45","4",1.6049936622857,-0.269153982561481,-0.577196893234539
"1",1.28649853816193,"3","female","45","4",0.527324675374701,-1.07159320444379,0.81801786078272
"1",1.3272806238466,"4","couple","47","4",-1.59445973435233,0.287235572586366,0.682102696799047
"1",0.845476479619896,"7","couple","0","9",-0.567060287804658,0.610844226012801,0.206647070624286
"1",0.845476479619896,"7","couple","0","9",NA,NA,NA
"1",0.811382097358315,"5","couple","6","9",0.408530994491514,0.582224966638531,-0.245998891804331
"1",0.811382097358315,"5","couple","6","9",1.26555279543843,0.51283872166066,-1.17798015732449
"1",-1.34564585532138,"5","male","12","8",-0.43093117614604,0.0718894250763298,0.625669576347087
"1",-1.34564585532138,"5","male","12","8",-0.0179322282680538,1.02359109965514,-0.66502601002289
"1",-1.90659986856133,"3","male","17","6",-0.496725237777727,0.546437289754821,0.251470247608169
"1",1.06987852510878,"7","couple","15","9",0.761877075736541,0.538079525960623,-0.495331970904153
"1",1.06987852510878,"7","couple","15","9",0.499944133650649,0.22825189736913,0.089623097081117
"1",1.23086885726226,"7","couple","0","9",0.695228620253466,-0.736795998217848,0.604391226562817
"1",0.992441079217632,"7","couple","0","9",-0.70851354124419,-0.180018990596418,0.84497196383339
"1",-0.83303990146318,"6","male","12","9",-0.20031174970763,-0.288053308583826,0.771641433578758
"1",-1.33771411665773,"8","couple","48","9",1.94181654524161,0.000337792765708001,-1.95657954013555
"1",0.575261548075018,"4","female","25","1",0.00778218823960516,-2.53115462351932,1.26523485051539
"1",0.828498027908128,"8","couple","0","9",0.830026323240126,0.772183078105609,-1.01377413307741
"1",0.828498027908128,"8","couple","0","9",0.558470190254556,0.725325830157857,-0.592996107368052
"1",-1.11975791059822,"8","female","34","9",NA,NA,NA
"1",-1.11975791059822,"8","female","34","9",0.111354864645991,0.400182635775321,0.148200598895992
"1",1.44510835493778,"5","female","13","3",0.27119668407228,-0.634159092204523,0.766423157735824
"1",0.759186707829254,"5","couple","17","9",0.025391906254492,-0.139625975086849,0.609345868579799
