"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10"
"1",-1.64319911815886,"5","male","45","8",-1.15425147031394,-0.240896025900737,1.69727034710128,0.0187817895575794,-0.816305284706981,-0.596199105380053,0.173991860251225,1.57985311344922,-0.94016200717555,-0.750344913976066
"1",-0.800503794943099,"8","female","48","9",0.164535653710389,-0.16618002063885,0.214476777950536,-1.14789616902649,0.34633329928769,-0.0812044475645177,0.930732264804339,0.648975909971457,-0.19429619214298,0.145179964301669
"1",-0.502610175710469,"8","couple","27","9",0.0678079133538651,-0.735385714753267,-0.864205000431787,-0.393160609291498,-0.152245683373812,0.420756553963959,0.982269210897061,0.40531638508055,-0.202724309698493,0.804749619149842
"1",0.169336580817,"6","male","0","9",-0.495748584236963,-0.346664073504723,0.424513942021393,0.71873485040856,-0.552646064628372,-0.536188691102229,1.02385485063844,-0.103028007865955,1.34443211468493,-0.110546561756765
"1",0.169336580817,"6","male","0","9",-1.48098703563605,-1.02262825525852,2.50375246594323,0.00955563770010705,-0.409900045897333,-0.106235920524034,0.341253395715224,0.269299007826749,0.0340094009085695,0.837925271292799
"1",0.616494986016256,"7","female","6","9",-0.0562919864008096,-0.503036933752066,-0.759592762343424,-0.633324846018302,-0.620066315863893,1.4818044737783,0.191857244208867,-0.421881897307621,0.109403156231183,2.02066891910038
"1",0.469821914060269,"7","couple","42","9",0.572364550639843,-0.149984335424018,0.289653616544443,-0.866508420434413,-0.139433509242865,-0.29131987833825,0.20726408150319,0.709672443235367,0.827704671475018,-0.116048778760931
"1",0.376676276344357,"5","female","42","6",-0.970610499991522,-1.03032434645654,0.918371712222807,-1.27981809502566,-0.038596808313119,1.86923311160578,-0.728043650481545,1.70770193521907,-1.749433148301,-1.81734952812473
"1",-0.927256302366998,"7","female","26","9",0.465428516915637,-0.775432931551223,-0.466246870595884,-0.109571785976793,0.416177754243975,0.438511654976311,0.301593830899044,0.989810347377749,-0.0686412973289432,-0.102463396325202
"1",-0.927256302366998,"7","female","26","9",0.390194189989456,0.240725202439286,0.539056807553804,-0.738202830545028,-0.20287856312366,-0.398877091230183,0.421762410844025,1.03487816724645,0.312684613916467,-1.35833331651953
"1",-1.39293678839905,"4","male","12","6",-0.547577986118112,-1.03215400258591,-1.13981852193816,4.38966356623219,-1.05892520831356,-1.39672378138278,-1.16054696797685,-2.29679633112585,-1.75108549602547,1.4173306092786
"1",-2.03451960764489,"5","male","34","8",0.680149659473921,-0.489077601554411,-1.13557184807372,2.59165474381833,-1.05365507443584,-1.39220642457265,0.686511846646306,0.221228330488231,-1.74705552287706,-1.81485790278141
"1",0.996004463118962,"4","female","0","9",1.32537809615266,0.855627499632601,-0.0151356603988347,-0.370632144377598,-0.645954982386984,0.361733890081829,-0.359509105816819,0.426628303458217,-0.323547606844051,-0.697990316112276
"1",0.519851058008679,"7","couple","17","9",-1.05173660487179,1.07102528059787,0.878290008735536,2.06242594089303,0.942585849736384,0.313165530426935,-0.151492110148048,0.790808742036943,-0.286093076054339,-0.0117300125748277
"1",0.45967256978367,"8","couple","34","9",0.287614615865837,-0.588895753254695,0.103211952018447,0.806189255839221,0.754582627099672,-0.171773010093176,-0.90444065572907,-0.223618799883658,2.13701880011945,0.0992624446619064
"1",0.45967256978367,"8","couple","34","9",1.11850959438427,0.359499180508403,0.150397076187276,-0.806804586435488,-0.467383537557856,-1.38349288701892,-0.949439870200303,-0.627849791872957,2.0268384380349,-0.589891155395464
"1",-1.17650101526413,"6","female","45","6",1.01891813986063,0.993865106306036,0.0106588207133174,-0.443972336575417,0.44253611884232,0.715994982928926,0.0978339129657846,0.348645144430978,-0.406843481069764,-0.646987483048048
"1",-1.09011619552003,"5","male","49","4",-1.84422098360899,-0.702613645582312,-0.194610743190447,-1.40495457381136,2.07605534111746,-1.38738532653849,1.94508154517172,-0.407573600426543,-1.74275457955109,-1.81035074228287
"1",0.597516076511463,"8","couple","49","9",0.0548940789304583,-0.676261666073187,0.893395996861442,-0.0441672663928642,-0.50914413579559,0.714669612798618,-0.252508446858378,0.368150211883652,1.60620091636981,-0.0640262093765535
"1",0.260694691275977,"7","male","48","9",-1.48386528810378,1.75451337889605,0.311482792158711,0.320553128253108,-0.21010451921965,0.523735552800152,1.31834187535887,0.042232762781743,-0.921654821111506,-0.159957179089194
"1",-1.53603018185063,"4","female","8","4",1.71741688504677,-0.206566820541362,-0.390587994434955,-0.41558442311305,-1.05052502358691,0.774826505229774,-1.33494847563386,-1.08059798828312,0.505914141064203,0.241150702256609
"1",-0.14910130969996,"7","male","53","6",0.219988068195879,-0.139800819531569,-0.190101600306774,-0.755220349723825,0.375972943979021,1.46491641691171,-0.751029676428042,0.933027906470678,0.6803003910154,0.219786116056322
"1",-0.584324352039872,"7","male","32","5",-0.825814431059039,-0.151058159885079,0.115948294593483,0.744010837430322,-0.953525952370483,-0.805343927473276,1.05783958456533,0.788783766927531,0.395489605567073,-0.104942025144042
"1",-0.584324352039872,"7","male","32","5",0.208905190347107,1.36616993527178,-0.371728785801377,-0.257488093892966,0.468548847806555,-0.0343081628594485,0.380775775251863,0.479897752387254,0.869984054234234,-0.403851663232447
"1",0.762493162662687,"7","male","6","6",-1.10106471841018,-1.02976896647677,-1.13754879460692,0.0258875156509281,-1.05610847048924,-1.39430938165626,2.05522378006954,-0.29251607955102,-1.74893158911124,-0.465850228065296
"1",-0.812842804977019,"7","couple","17","6",0.290289618020626,0.437295834234632,0.0670913159275617,1.16722313692721,-1.05582230508771,-0.617097319558752,0.57239351717841,1.00493472220949,-1.69430839069438,-0.413058142710916
"1",0.653949666887369,"7","female","8","7",-0.601576449066842,3.14804476856235,0.513733117136191,1.45471534962137,-0.186305039985226,2.310303755754,-1.71145645756713,-2.26869850175089,-0.17785904444269,-0.764886421455411
"1",-1.24824124905147,"8","male","6","9",-1.66422296225843,2.32125157986826,-1.12772929009318,0.648505333809159,-1.04392243853758,0.808400028003158,1.56151360247578,-0.998803149950642,-1.10050546975438,-1.209178407567
"1",0.418581293714128,"3","male","0","4",-1.84649446850351,0.746499074764264,-1.13406230481547,-1.40855759893686,-0.984812141486197,1.8551433073414,1.31563223118734,-0.849200531496767,1.16309919904325,-1.64389996999502
"1",0.653949666887369,"4","male","26","7",0.0793782597347376,-0.594950988197129,1.06256804878005,-0.28239446836219,-0.479850813076465,1.16603599699417,-0.990461695953688,0.0354301733364508,1.88947100580527,-0.0143276678466755
"1",0.996004463118962,"6","female","12","5",0.990112714950772,-0.946513707630289,-0.431963530892562,-0.358019090219097,0.406199753095724,0.181118362881904,0.169276429984437,0.524737071030712,0.0861017451329112,0.0831116532266664
"1",0.996004463118962,"6","female","12","5",-0.226366901003994,0.719179361373425,-0.147605366293848,0.199957791895634,-0.0507253717787928,2.06550321329543,-0.0900306515429426,0.0115724572845668,0.492584813912918,0.868333442501307
"1",0.964182296153918,"6","couple","51","9",0.666391422107129,1.85857239094827,-0.368849164120191,-0.824294361609016,0.196360516538092,-0.213510400591334,0.417339942850076,0.0282497584903282,0.658253582457478,-0.864330391297079
"1",0.376676276344357,"8","female","39","9",0.911298166788949,1.49738942778806,-0.174469492368224,-0.328055113292605,0.103463433354219,-0.156056133936114,0.0194033598166382,0.467851888605925,-0.0273289630960574,-0.351255915877489
"1",1.23469486872511,"5","couple","51","8",1.27116519729188,0.906812701172292,0.78549491084371,-0.21934422554261,-0.36304880617608,-0.353760978468877,-0.524452072908191,0.489869053608258,-0.0444870987902311,-1.79296644029394
"1",-1.43901307083791,"7","female","8","9",-0.436815849813754,-1.01750948128096,1.53127438537589,0.0177634511762704,-1.04162996614897,0.134337773575898,1.00829430689754,-0.335271827601616,-1.51261170678538,1.4099734675241
"1",1.59686755123962,"7","female","33","5",1.03612270070801,-0.916769839044995,0.465200675285627,0.621009380732964,-0.390091242632313,0.379980825468988,0.300248500981654,-0.856283860620864,0.617358358578684,0.42299317024883
"1",0.996004463118962,"7","couple","34","9",0.4964134890849,1.89076326143799,0.666972008436869,-0.494047495210278,0.754074721126582,-0.792356844231349,0.55886588322284,0.0140905798027627,0.145333603708995,-0.847978353732448
"1",1.0735272061502,"8","couple","6","9",1.54948029108492,0.158090914818153,-0.697759880677651,-0.489362987507839,-0.0083132372172033,-0.329041862466854,-0.298712350218789,-1.32666531359484,0.583699065043502,0.722423875131764
"1",-0.0779640490539403,"8","female","0","9",-0.599926166213929,-0.494919483026296,1.08983850767131,1.00304469909804,-0.47493575468468,-0.4093608292997,1.48754429685555,-0.817540101717764,0.405452904086459,-0.264571545521995
"1",-1.45907136533176,"8","male","51","9",1.02975752216834,1.1142083628796,-0.0292579061382467,0.328320589535781,-0.506119535464004,0.506199901760569,-0.835950472957648,0.302721191572153,0.0929160396122497,0.436152522082322
"1",-1.7560863737047,"7","female","0","6",-1.836359922421,2.83858173754839,-1.12058809908353,0.866318588689045,-1.03506020096798,-1.37626761158566,0.43906341207725,-1.5527962318608,1.51384006615073,0.310666643205307
"1",0.00772110653262638,"4","couple","39","8",0.778704141747308,-0.0868315922746737,0.125756643067908,-0.600575007022631,0.215480496036263,0.778968363032686,-0.592838218858246,0.225512677886823,1.44801108753716,-0.400673533558245
"1",-1.29745589104739,"8","female","6","9",0.0775022293915069,-0.639785588629781,1.28278115450375,0.606399600371596,0.82763143315721,1.05427409982597,-0.639456605531628,0.761555151207164,0.510345909178358,-0.220448952363092
"1",1.43638400221634,"5","female","29","7",-0.44284234485975,-0.386775159664211,-0.442285058656006,1.09845328262285,-0.919571054284899,1.09581338900951,0.0257077781854592,1.37595738587126,-0.632567476831764,-0.0488069027790546
"1",-1.67086139735778,"3","female","48","5",0.342569167350998,0.451669156492087,-0.133434739689676,-0.18596938215116,1.79209962438839,-0.309319324053762,0.397376627773543,0.81615757727683,-0.612196739841449,-0.0865103889568375
"1",-1.03442523867523,"7","female","53","7",-1.63248707979626,0.365518177837471,3.20826409113512,0.381492297361566,1.48999149098566,-0.0589179192679575,-0.648642860185606,0.443482644375561,-1.72483202299475,-0.843050431429936
"1",0.499981107088906,"6","couple","12","9",-0.441451691348088,1.03480627774392,1.64517161600833,1.47855478214007,-0.897293683944301,0.898401315211587,0.799837812914341,-1.72368649059163,-0.336925938636783,0.596349797840954
"1",1.59686755123962,"5","female","12","4",-1.8384270320946,-1.0148345281376,-1.1233363880336,2.40939771565419,-1.03847083506985,2.0989403064597,0.637816087946437,0.517173837632162,-1.73544441804675,-1.80269008073186
"1",-1.03442523867523,"5","male","0","5",0.550569342757451,0.858516396198854,1.13539990132466,0.90417754171392,-1.03247298778639,1.20176866424246,-0.797161637402399,0.304478110344076,-1.03107667570129,0.739035023364981
"1",-1.03442523867523,"5","male","0","5",-0.885706740024519,0.0801007877475746,0.993195794583744,0.0609752831788985,-1.04620074570814,0.00828112780950993,0.94702913745088,0.279061506016072,-0.407690653256469,1.24932308143919
"1",0.915533389818417,"7","couple","36","7",0.712990200817598,-0.0405679862193662,-0.0425365795487252,0.51291275934984,-0.907111944387611,-0.792019732748315,-0.330515690029351,1.15485535356442,0.546838851122862,-1.27618040829054
"1",-0.634911642888642,"6","male","48","9",-1.83933863483814,0.719286964210728,0.553187851062177,2.2323889145955,-1.03997493688127,-1.38048033487941,0.467555576631631,1.28134817548156,-1.73659457666761,-1.8038953859661
"1",-1.81487166007204,"4","male","48","9",0.969537813729316,-0.229161247243259,-0.483295369607827,-0.597733869676747,0.00340004389288646,0.623827389197354,-0.837973937709595,0.289973091737177,1.04382972780111,0.465821035863608
"1",0.245739616840176,"7","female","6","9",-0.501341674644384,1.21642805136343,0.543375579390607,-0.030310890517025,-1.02674580954504,-0.280827691137742,0.81664314027183,1.03433423521964,-1.26786992558494,-0.148696315472051
"1",1.59686755123962,"5","female","0","8",-0.777562105684168,-0.981422598709697,0.53009871021055,2.20450806153889,-0.929098467485272,-1.34536779260963,1.73256200572779,-2.2557540678206,-0.073376683747507,-1.77106928236886
"1",1.59686755123962,"5","female","0","8",-0.14637114616489,0.332243096605448,2.0528003046559,1.02925757783596,1.11178051268364,1.07228220184889,0.19650174790341,-0.191070685708198,-0.609806369045863,-0.0289472806697958
