"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2"
"1",-0.259525087772906,"7","male","55","9",0.535924181305684,-0.838836304274995
"1",-0.667967606885483,"5","couple","0","9",-0.0471916238875126,0.534176852963451
"1",-0.667967606885483,"5","couple","0","9",0.328136225335241,-0.189189662860217
"1",0.814734403668465,"6","couple","17","9",0.612142644341219,-1.19176694857951
"1",-0.738447056395666,"7","couple","47","9",0.23570786375073,0.0249815043504668
"1",0.0826414450835591,"7","couple","20","9",0.39931517749397,-0.379144612092085
"1",-0.925665559365796,"4","couple","53","5",-0.170015292650931,0.709569888870204
"1",-1.53387945688681,"7","couple","31","8",0.560696359684999,-0.942700457487949
"1",-1.53387945688681,"7","couple","31","8",0.0566184387202706,0.367263648372589
"1",-0.317451661844788,"4","female","0","1",0.329003750316438,-0.191358550541086
"1",-0.633589813751345,"5","female","15","8",-0.534154007740666,1.12878725337033
"1",-0.633589813751345,"5","female","15","8",-1.26735684623592,1.69938949413659
"1",0.831853425902476,"7","female","42","9",0.0776698711902941,0.33094861498299
"1",-0.848777533579857,"4","female","17","7",0.536656997061087,-0.841789052208217
"1",-0.848777533579857,"4","female","17","7",0.586615787884356,-1.06164659809874
"1",0.418934065107447,"4","couple","27","5",-0.638491302187547,1.22818865555048
"1",-1.57783504628144,"8","male","47","9",0.499928444607808,-0.701548536941011
"1",-0.517487594804594,"5","male","42","5",NA,NA
"1",1.2483447467426,"5","couple","0","7",0.435259098458033,-0.485803618637755
"1",0.797475632768338,"4","female","17","6",-0.148889136937156,0.680891987008901
"1",0.797475632768338,"4","female","17","6",0.319932122856574,-0.168839374400891
"1",0.726996183258155,"4","couple","6","9",-0.0639670202726245,0.559432833571594
"1",0.130693233830436,"7","female","48","8",0.519595930463749,-0.774752146160033
"1",-0.925665559365796,"8","couple","45","9",0.337263971868996,-0.212176151825821
"1",-0.925665559365796,"8","couple","45","9",-1.16571700861056,1.63523844871982
"1",0.76252958598354,"3","female","0","4",-0.751606409795072,1.32787071417967
"1",0.76252958598354,"3","female","0","4",0.180976392338811,0.138345906100232
"1",1.23429693629086,"7","couple","22","5",0.104781996317654,0.282806645203448
"1",-0.811357305477515,"7","couple","0","9",-0.359812544457994,0.943941611916243
"1",-0.811357305477515,"7","couple","0","9",0.362066244146263,-0.276573234955304
"1",0.76252958598354,"6","couple","4","8",0.0922492906692186,0.305257894450841
"1",0.654085934176306,"5","female","26","2",0.388793017283301,-0.349405059512115
"1",1.14799157780903,"4","female","12","4",0.0540373030043759,0.371654678031622
"1",1.14799157780903,"4","female","12","4",-0.00181709132905652,0.463568125129234
"1",-0.965184236965034,"4","female","34","6",0.5178098237866,-0.767931753069479
"1",-0.0253759162303365,"7","female","41","8",0.171016008336636,0.15806172649881
"1",0.439560450122842,"7","couple","41","9",0.384973675963627,-0.338764075026215
"1",0.93175489358562,"8","couple","42","9",0.353830471205922,-0.254865043342819
"1",0.93175489358562,"8","couple","42","9",-0.418251210421373,1.00877256382607
"1",-1.32684649121887,"8","female","9","9",0.379828391142263,-0.32455488315925
"1",-0.867738985293914,"8","female","0","9",0.467841145881572,-0.590191699168535
"1",0.10680385315865,"6","couple","6","9",0.455882903830037,-0.550944109599717
"1",-0.459124880928266,"8","male","34","9",-0.214017980992567,0.767502511377723
"1",-1.14551933205841,"7","male","0","8",-0.676168911898447,1.26227523566186
"1",0.882394183922936,"8","couple","36","9",0.555960539487267,-0.922165589586085
"1",0.520110676191462,"7","couple","6","9",0.291963914101879,-0.101553131410509
"1",-1.1746810039776,"7","couple","9","9",0.575687711171002,-1.01006426226271
"1",0.654085934176306,"7","female","22","2",-0.244241145027715,0.805958407612053
"1",0.654085934176306,"7","female","22","2",0.344260576411663,-0.230049502139331
"1",1.0580125647199,"5","couple","27","9",-0.224498681672504,0.780957595857421
"1",1.08843305638128,"6","female","48","5",-1.28910461459135,1.71262469522886
"1",1.08843305638128,"6","female","48","5",0.176614118306102,0.147013469641345
"1",0.290762235676222,"5","female","51","8",0.436812872338839,-0.490604847063188
"1",-0.0253759162303365,"5","male","48","8",0.436732865546278,-0.490357212992249
"1",-0.438295277025364,"6","female","27","7",0.442417512862097,-0.508064152219951
"1",-0.094699756149271,"5","female","36","5",0.272838329625514,-0.0572836590565304
"1",-0.288289989925599,"8","female","8","9",0.487410047057372,-0.65699128827541
"1",-1.50793817811817,"5","female","34","8",0.512740438650151,-0.748766839417999
"1",-0.56646710645659,"4","male","6","5",-0.107279338965239,0.622664340644963
"1",-0.56646710645659,"4","male","6","5",-0.0908724576749976,0.59903800745429
"1",1.0580125647199,"5","couple","8","8",0.314852665099733,-0.156382934997852
"1",1.0580125647199,"5","couple","8","8",0.697852297339815,-1.8074704785187
"1",-1.58139129219069,"6","male","26","8",0.609349318023719,-1.17678988772833
"1",-1.49081915588416,"5","male","13","6",0.63561807296158,-1.32632685876353
"1",0.154315688462531,"8","couple","36","9",0.126297353755298,0.243440494920758
"1",0.480219158860273,"7","couple","0","9",0.484450082924393,-0.646670796123739
"1",-0.501410044362359,"8","couple","53","9",0.460703617138441,-0.566629494336972
"1",-0.501410044362359,"8","couple","53","9",0.0470091316598574,0.383544396087496
"1",0.290762235676222,"5","male","22","1",0.685521523282362,-1.6896441971515
"1",-0.042494938464347,"7","male","36","9",0.0587948146208041,0.363550892518308
"1",0.964033195291461,"6","couple","0","9",-0.555394499666665,1.14964870504154
"1",1.59613647348426,"4","male","42","7",0.397229924630085,-0.373200581921981
"1",1.22015515985344,"6","male","36","9",0.499504456451392,-0.700014597018966
"1",-0.965184236965034,"6","couple","0","9",0.19676039661929,0.106547010635181
"1",1.17715324972822,"5","male","26","1",NA,NA
"1",0.89897613319723,"8","couple","6","9",-0.321760177776391,0.90001148506906
"1",0.89897613319723,"8","couple","6","9",-1.45445139008234,1.80801068828551
"1",-0.70291365367028,"5","female","48","7",0.538092863432127,-0.84759457502833
"1",-2.31422077323368,"5","female","39","6",0.663929967574269,-1.51543786146716
"1",0.578571203465969,"8","female","0","6",0.549400643837587,-0.894270342809477
"1",0.578571203465969,"8","female","0","6",NA,NA
"1",0.738907131351446,"8","male","39","6",0.185167943380562,0.129968808880473
"1",0.268623942350813,"5","female","13","7",0.354928284805396,-0.257739622331414
"1",0.268623942350813,"5","female","13","6",0.110412419292476,0.272606804343206
"1",1.34414957695035,"4","female","45","2",0.711580218124548,-1.96408087799041
"1",0.439560450122842,"6","couple","26","9",0.284932457186126,-0.0851195876946622
"1",0.0581996966242938,"5","female","0","3",0.654431466471166,-1.44796225842207
"1",0.480219158860273,"7","couple","34","9",0.498679033503031,-0.697033422266305
"1",0.915429038757105,"8","couple","0","9",0.521360015215361,-0.781523905932835
"1",0.979989404574047,"4","couple","36","5",0.456966740771623,-0.554454895156958
"1",-1.52519694901829,"8","female","41","9",-0.360470278698671,0.94468871829398
"1",-0.0253759162303365,"5","female","0","7",0.0566402624821863,0.367226465337557
"1",0.654085934176306,"7","couple","42","8",NA,NA
"1",0.690855342604568,"7","female","16","7",0.343070165275765,-0.226992664629531
"1",0.690855342604568,"7","female","16","7",0.57668202005427,-1.01466695022109
"1",-2.31422077323368,"4","female","36","5",0.524477159129243,-0.793577114941931
"1",-1.4402783978637,"7","male","6","9",0.00117151242688759,0.458794493643083
"1",-1.21919186263204,"8","female","51","9",0.514818592684504,-0.756589203390386
"1",-0.633589813751345,"8","couple","13","9",0.54741370091519,-0.885942440422417
"1",0.865681150685766,"5","male","6","8",0.0118593187646749,0.441593551490939
"1",-0.094699756149271,"8","couple","6","9",0.316962975973595,-0.161544971683929
"1",-1.14551933205841,"7","female","26","9",0.166920837892731,0.166091231449452
"1",-1.14551933205841,"7","female","26","9",0.168837076192763,0.162339507617779
"1",1.34414957695035,"8","couple","6","8",0.373322987346042,-0.306792081090971
"1",0.709002987890104,"8","couple","4","9",0.394432802511773,-0.365266754750725
"1",0.709002987890104,"8","couple","4","9",0.429530206501025,-0.468244309984284
"1",0.744837535505189,"4","couple","45","9",0.442188326212864,-0.50734582888814
"1",0.744837535505189,"4","couple","45","9",0.487744249499503,-0.65816159012841
"1",0.418934065107447,"4","couple","0","9",-2.46538671054135,2.23731608247577
"1",-0.438295277025364,"7","female","24","8",0.534348226842,-0.832509389050097
"1",-0.438295277025364,"7","female","24","8",0.583294932950137,-1.04573496349614
"1",-1.4236964485894,"3","female","4","5",0.0168480867567102,0.433494399546328
"1",0.539777680288025,"6","couple","0","9",0.108799258264389,0.275536425162458
"1",1.26229983169732,"5","female","1","5",0.414493341087918,-0.423189210194137
"1",-0.148226354242708,"8","female","48","9",-0.640877451995788,1.23037466504062
"1",0.200783222587091,"5","male","48","5",-2.63213466831095,2.28898286969981
"1",0.0745255514528085,"6","male","25","9",0.259018160883367,-0.0261166993142316
"1",0.0745255514528085,"6","male","25","9",0.369450067800434,-0.296322256928394
"1",-0.720605704148632,"7","female","34","9",-0.27678942455085,0.846225664066906
"1",0.616665706073964,"7","couple","13","9",0.45146984321742,-0.53674200249188
"1",0.261192695000189,"8","male","6","9",-0.0415778630445022,0.525625529581307
"1",1.23429693629086,"6","female","0","6",NA,NA
"1",-1.08837564549577,"7","male","27","4",0.484911184658267,-0.648273272274875
"1",-1.08837564549577,"7","male","27","4",0.264899157830482,-0.039297576217555
"1",-0.438295277025364,"8","female","24","8",0.62260483633464,-1.2497091829478
"1",0.362925817720624,"8","female","42","9",-0.250745502340218,0.814098555385168
"1",0.865681150685766,"7","male","39","8",0.243631457100898,0.00781313197658691
"1",0.915429038757105,"5","couple","4","9",0.405043010246192,-0.395603000281661
"1",0.654085934176306,"7","male","48","8",0.169575281125472,0.160891631940938
"1",0.654085934176306,"7","male","48","8",0.51793433050777,-0.768406029926074
"1",0.67866978901738,"7","male","42","9",-0.613320508996584,1.20489884597319
"1",1.2899366656892,"4","female","39","8",0.165601573934714,0.168668575356318
"1",1.2899366656892,"4","female","39","8",0.0431224807641186,0.390078113765142
"1",0.831853425902476,"5","couple","49","9",0.561555681956562,-0.946463371763735
"1",0.831853425902476,"5","couple","49","9",0.620552981117725,-1.23810505854117
"1",-0.377010183272539,"4","couple","6","7",-0.265285231817468,0.832125450805437
"1",-0.422806653212903,"4","couple","36","8",0.195590829198339,0.108927167047055
"1",-0.886872036187852,"7","couple","36","9",0.255496680512435,-0.0182810775224078
"1",-0.407430674933918,"7","female","34","8",0.496457976752496,-0.689044927338144
"1",0.290762235676222,"4","female","39","5",NA,NA
"1",-0.56646710645659,"4","male","0","6",0.324195579273498,-0.179378827554368
"1",0.93175489358562,"7","couple","17","9",0.548175531365962,-0.889128979055514
"1",0.93175489358562,"7","couple","17","9",0.266423307879186,-0.0427332439018531
"1",-1.29552461915818,"7","female","6","9",0.483992094849315,-0.645081044005711
"1",1.04777434764385,"6","male","6","7",0.601781141172738,-1.13717368096208
"1",-0.00417024502433718,"7","couple","6","9",0.37426710734004,-0.309356154875795
"1",0.690855342604568,"7","female","34","3",0.656024858532511,-1.45896347953452
"1",0.797475632768338,"2","male","26","2",-0.534011546028846,1.12864620722472
"1",1.2899366656892,"8","couple","51","9",0.323803221896976,-0.178405660454363
"1",1.2899366656892,"8","couple","51","9",-1.00034243033405,1.52208050770887
"1",-0.33218473676028,"4","male","53","8",0.12453598110653,0.246703392177051
"1",-1.75373322957942,"8","male","49","9",0.623081805907318,-1.25242423453575
"1",-1.00545569637552,"6","male","36","9",0.519799077866011,-0.775530160784767
"1",-1.00545569637552,"6","male","36","9",0.511913987941551,-0.745669012619604
"1",0.377067594158048,"7","female","45","3",-0.998034695539658,1.52041819088818
"1",1.20591815188092,"8","couple","29","9",0.576736580643423,-1.01492002183844
"1",1.20591815188092,"8","couple","29","9",0.294580513127857,-0.107716582019506
"1",-0.56646710645659,"5","female","49","5",0.374478469471652,-0.309930817323812
"1",-0.56646710645659,"5","female","49","5",0.290081426365097,-0.0971351181681569
"1",-0.0771545293589223,"7","female","16","9",0.626410507877804,-1.27156157045117
"1",1.08843305638128,"8","couple","4","9",0.0454789678462041,0.386120200781993
"1",1.08843305638128,"8","couple","4","9",-0.105275141580684,0.619799014510746
"1",-0.231146303362961,"7","couple","36","9",-1.15096148101125,1.6255986730502
"1",-1.35863938649517,"3","male","48","4",-0.176320835894895,0.718018470621105
"1",1.08843305638128,"4","female","22","4",-0.0894012159395669,0.596900267021041
"1",1.04263658644092,"3","couple","6","8",0.434008210507782,-0.481950453335634
"1",-0.175506573964617,"7","couple","0","9",0.535290591189011,-0.83628887884954
"1",-0.175506573964617,"7","couple","0","9",0.412296329803462,-0.416727063890223
"1",0.418934065107447,"7","male","6","9",0.127815936565334,0.240621499944625
"1",-1.35863938649517,"4","male","20","5",-0.990288234408182,1.51482056506914
"1",0.831853425902476,"4","couple","17","9",0.0432667797467141,0.389836060611629
"1",1.22015515985344,"8","couple","31","9",0.61454272666311,-1.20479616815675
"1",-0.248127821925852,"2","male","0","9",-0.556774468855655,1.15099261135517
"1",-0.248127821925852,"2","male","0","9",-0.200597796572162,0.750084074052197
"1",-0.656446119545721,"8","female","9","7",0.265323415001136,-0.0402530992247878
"1",0.616665706073964,"4","couple","26","8",0.479680529006365,-0.630206906057954
"1",0.520110676191462,"4","couple","12","7",-0.615797668507035,1.20720973360747
"1",0.520110676191462,"4","couple","12","7",0.244559350477393,0.0057893014023265
"1",1.23429693629086,"8","female","24","5",0.2349719675161,0.0265657626474341
"1",1.20591815188092,"5","couple","41","9",0.554863457197436,-0.917456673692701
"1",-1.78289490149861,"8","couple","25","9",0.4616739133237,-0.569808625944847
"1",0.10680385315865,"5","couple","45","6",-0.181347996567526,0.724718331045449
"1",-1.1397349571928,"8","male","48","6",0.564627720266624,-0.960010414073989
"1",-0.925665559365796,"7","male","34","8",-0.989345245051923,1.51413729219163
"1",-1.84245342292636,"6","couple","31","7",0.413714515904609,-0.420894988651246
"1",-0.36196252049923,"5","male","6","8",0.355908653952533,-0.260311598904646
"1",0.520110676191462,"7","couple","0","9",0.393088465564678,-0.361469555395042
"1",-0.599762088968055,"5","female","26","8",0.310415658931493,-0.145589669691328
"1",-0.599762088968055,"5","female","26","8",0.377595101019352,-0.318431730391624
"1",0.831853425902476,"8","male","17","9",-0.673368228829343,1.25977273870377
"1",-1.11675442990572,"5","female","21","2",0.304931728134052,-0.132360660473595
"1",-1.11675442990572,"5","female","21","2",-0.0609626895944716,0.554942071687217
"1",0.0084518085529546,"8","male","17","9",0.540247731783588,-0.856357317487306
"1",0.947955644849228,"7","couple","55","9",0.455544588951603,-0.549850086780942
"1",-1.56014299580309,"5","female","48","1",0.573974078210679,-1.00217271652354
"1",-1.5867369023573,"7","male","51","9",0.617186119796391,-1.21932346285556
"1",0.831853425902476,"8","couple","55","8",0.329511087602341,-0.192628461606722
"1",0.635458609321033,"7","couple","24","9",0.366629737026406,-0.288746383399093
"1",0.89897613319723,"4","female","42","6",0.593389323702971,-1.09477986800726
"1",-0.588605399781998,"8","male","0","7",0.229235172768231,0.0388573112747384
"1",-0.588605399781998,"8","male","0","6",-0.55941570659322,1.15356097431822
"1",1.31721688541111,"4","female","0","7",0.285411326488557,-0.0862328618941837
"1",-1.08837564549577,"4","couple","48","9",0.485993616369895,-0.65204265286727
"1",-0.0771545293589223,"8","female","6","9",0.740589258347799,-2.69902082507857
"1",-1.31112755119129,"7","couple","23","9",0.230101748785349,0.0370072453737355
"1",-0.501410044362359,"3","male","48","5",-3.03341037939123,2.39684260060049
"1",-0.848777533579857,"7","female","48","5",0.532165541513387,-0.823798185245297
"1",1.34414957695035,"5","female","26","3",-0.208196586996963,0.759973150500577
"1",-1.26466001706673,"5","male","49","2",-0.0897954401716435,0.597473393782422
"1",-1.26466001706673,"5","male","49","2",0.449164372190182,-0.529380955929434
"1",-1.66858664761033,"5","female","48","2",0.707574420894149,-1.91476146666179
"1",0.597704254359906,"7","couple","36","7",0.681822262231766,-1.65729864451738
"1",-0.148226354242708,"2","female","36","8",0.689394654573713,-1.72487258317925
"1",-0.042494938464347,"6","couple","6","9",0.0952454073542292,0.299921916431557
"1",-0.469617149086053,"6","couple","51","8",0.1792947799945,0.141693259843624
"1",-0.469617149086053,"6","couple","51","8",0.171368622628576,0.157368278506382
"1",-1.72496832742673,"7","male","6","9",-0.00924562838062863,0.475365995951866
"1",-0.39724179885451,"8","female","6","8",0.571292591980172,-0.989926284613299
"1",-0.347021202520821,"8","couple","45","9",0.549101795378813,-0.893014235496154
"1",-0.217098492911222,"8","male","53","6",0.457479135822557,-0.556117816505887
"1",-0.774587897049252,"6","female","9","9",0.4570112003086,-0.55459910308011
"1",1.26229983169732,"2","female","55","2",-0.352395017380948,0.935487867225895
"1",-0.148226354242708,"7","male","45","8",0.516586643790708,-0.763281555176537
"1",-0.501410044362359,"7","couple","24","9",0.103822863623491,0.284537094048476
"1",-0.501410044362359,"7","couple","24","9",-0.549341870775541,1.14373787073449
"1",-0.259525087772906,"5","couple","17","9",0.228485161552464,0.0404566251567677
"1",-0.799029645508517,"5","female","49","8",0.485887483022592,-0.651672590219601
"1",0.377067594158048,"7","female","0","6",-0.24280171290444,0.804150562088632
"1",1.38391603511764,"4","couple","12","5",0.490938067419306,-0.669397883165361
"1",0.882394183922936,"3","couple","12","9",0.335478226866846,-0.207649933712344
"1",1.37074348350455,"4","female","0","4",0.740688341776914,-2.73854452912503
"1",-0.042494938464347,"7","female","21","6",-1.59666143128616,1.88323668117578
"1",1.22015515985344,"5","female","34","9",0.373909671737599,-0.308384871635871
"1",0.979989404574047,"4","couple","31","4",-0.198750530094611,0.747669539867388
"1",-1.69658954301678,"5","female","41","7",0.346564085275507,-0.23598331576126
"1",0.486920234817534,"7","female","36","9",0.469518610764024,-0.595789425770023
"1",0.797475632768338,"8","couple","55","9",0.467664917983404,-0.589604969476915
"1",-1.97970552842549,"4","male","0","8",0.28865249703876,-0.0937905645222
"1",0.185407244308105,"4","male","31","9",0.0940705270771156,0.302016660785282
"1",1.04263658644092,"5","couple","27","6",-0.284519935862563,0.855621097243274
"1",1.07327752413707,"7","couple","0","9",0.173537575783998,0.153095579828693
"1",-1.87287391458774,"7","couple","6","9",-0.151249408346214,0.684124784272302
"1",0.500259002688787,"8","couple","12","9",0.236091448190633,0.0241550283058136
"1",-0.583049055730884,"7","couple","9","9",0.49733837352688,-0.692205679182582
"1",-0.356970339444025,"8","male","42","9",0.321779982619751,-0.173397860669739
"1",-0.5336883460682,"8","couple","42","9",0.456693221386975,-0.553568050404426
"1",-0.5336883460682,"8","couple","42","9",0.275778415194262,-0.0640014703369109
"1",0.672550572894409,"7","couple","42","6",0.0939801376280486,0.302177695612518
"1",-0.501410044362359,"6","female","0","9",0.281311277143941,-0.0767287218180298
"1",-0.0771545293589223,"8","female","34","9",0.299892055838049,-0.120309608076885
"1",0.865681150685766,"8","male","24","9",0.363674157940812,-0.28085044189875
"1",1.2899366656892,"2","male","25","4",0.410607370973566,-0.411779587267742
"1",1.14799157780903,"8","male","6","8",-1.33033989191119,1.73726517938082
"1",-0.633589813751345,"2","male","20","4",0.652332547884947,-1.43365310166522
"1",0.87405418220233,"6","couple","48","6",0.447038438582981,-0.522628128631743
"1",-0.148226354242708,"8","female","36","9",0.109953366292985,0.273441076960893
"1",-1.08837564549577,"5","male","49","2",0.686102441172788,-1.69483564400454
"1",0.709002987890104,"5","couple","18","1",0.314409682139119,-0.155301704749262
"1",1.14799157780903,"6","couple","47","8",-0.150181301158926,0.682662736577333
"1",-0.633589813751345,"6","female","39","6",0.638317644576478,-1.34292987050157
"1",-0.633589813751345,"6","female","39","6",0.247171569080429,7.66015860429028e-05
"1",-0.259525087772906,"5","female","22","6",-0.140453136577701,0.669277128651922
"1",-0.217098492911222,"5","female","22","9",0.0837598312877415,0.320272283049585
"1",-0.925665559365796,"5","male","25","7",0.441569090458648,-0.505406882125007
"1",0.418934065107447,"7","couple","8","9",-0.827109675641492,1.39021706274109
"1",-0.184678769238402,"7","male","4","9",0.312243314740903,-0.150025733207338
"1",-0.184678769238402,"7","male","4","9",0.555169762559889,-0.918769609356147
"1",0.715017750679659,"7","female","39","9",0.154688341871696,0.189816332243406
"1",0.715017750679659,"7","female","39","9",0.195618008131283,0.108871899943264
"1",0.690855342604568,"7","female","15","6",-0.179312145132615,0.722008898534715
"1",0.995826090567767,"5","couple","53","9",0.0186570274871539,0.430546443314125
"1",0.635458609321033,"5","couple","53","9",-0.631908089241525,1.2221381572805
"1",0.831853425902476,"5","female","36","6",0.522097003439445,-0.78436350888696
"1",0.78007481277389,"5","couple","0","9",-0.274395730468552,0.843303538226411
"1",0.78007481277389,"5","couple","0","9",-0.105799810070016,0.620549666833164
"1",-0.874097449318437,"7","female","48","9",0.470518727274709,-0.599137919685591
"1",-0.863933065824071,"4","male","0","9",0.336580933062249,-0.210443202263452
"1",-0.56646710645659,"5","couple","49","8",-0.0319721063456364,0.510874951236004
"1",-0.56646710645659,"5","couple","49","8",-0.183593522844818,0.727700816947989
"1",-0.042494938464347,"7","male","48","9",0.546967865382465,-0.884081370635786
"1",-1.32684649121887,"6","female","6","7",-0.846380382115543,1.40563104516606
"1",-0.750425488974162,"5","female","13","8",0.593232058835226,-1.09399992449633
"1",0.814734403668465,"3","couple","1","6",0.51305518860159,-0.749948571566034
"1",-0.203143407956506,"6","male","42","9",0.317144588007583,-0.161990081558728
"1",-0.377010183272539,"6","male","29","6",-4.17484553390708,2.60500464393594
"1",1.57224709281247,"4","female","51","3",0.406705858675066,-0.40041757468074
"1",0.690855342604568,"4","female","36","5",0.394189251374869,-0.364578060124057
"1",1.08843305638128,"3","female","48","3",0.547671351241717,-0.887019219690077
"1",-1.45699143110087,"8","couple","12","6",0.321620383689346,-0.173003574037602
"1",1.33072611792221,"8","couple","0","5",0.55144817270265,-0.90291049963007
"1",0.995826090567767,"8","couple","45","5",0.0858197210429599,0.316643339316448
"1",-0.273858618570313,"8","couple","25","9",0.436741403432047,-0.490383637016018
"1",-0.811357305477515,"5","male","48","9",0.436541075260524,-0.489763772262228
"1",-0.29796592303702,"5","female","0","8",0.264450867041635,-0.0382886079934898
"1",0.459987543278302,"5","female","39","8",0.532488900712256,-0.825084983120879
"1",-0.469617149086053,"8","female","2","9",0.671689287604844,-1.57429931662815
"1",1.22015515985344,"7","couple","12","6",0.666252045911453,-1.53267240806653
"1",-1.75373322957942,"3","female","6","3",-1.52111345870617,1.84401309905182
"1",0.473496775789401,"5","male","39","9",0.330545362295646,-0.195220838464538
"1",-0.874097449318437,"7","male","8","9",0.166423015688957,0.16706432239632
"1",1.01154503059534,"8","couple","42","9",0.236609420213901,0.023038253308206
"1",-0.36196252049923,"7","female","55","9",0.428833238609711,-0.466123243858209
"1",0.559263419095792,"4","couple","29","9",0.422989733771217,-0.44846673360008
"1",-0.377010183272539,"5","female","49","8",-0.179238014314158,0.721910143051886
"1",0.654085934176306,"8","female","49","8",0.193508782215087,0.113154703580162
"1",-0.774587897049252,"8","couple","51","9",0.45993243116491,-0.564108043095162
"1",1.02714796262846,"7","couple","6","9",0.36846245911676,-0.293664763294708
"1",0.334355278950696,"5","couple","24","8",0.242024264055907,0.011311930841708
"1",0.319923907595409,"5","female","17","8",0.418063611319418,-0.433755059911889
"1",0.319923907595409,"5","female","17","8",0.707433706988661,-1.91309096495986
"1",-1.98831730283594,"5","female","23","5",-1.27375759441689,1.70330229425806
"1",-0.501410044362359,"8","couple","33","9",0.545467095787155,-0.877836818350615
"1",1.2899366656892,"7","couple","6","8",0.504798290163584,-0.719296473758836
"1",0.797475632768338,"8","couple","20","9",-0.0587728814338495,0.551659996266276
"1",0.377067594158048,"4","female","22","8",0.524926327566168,-0.79532326134684
"1",1.01154503059534,"5","couple","26","7",0.17915021416552,0.141980669250459
"1",1.01154503059534,"5","couple","26","7",0.13593499790057,0.225456873590203
"1",1.14799157780903,"5","couple","0","9",NA,NA
"1",-1.14551933205841,"8","female","0","9",0.5029826335987,-0.712651352692639
"1",0.865681150685766,"7","female","12","5",0.414023121801516,-0.421803610778934
"1",-0.148226354242708,"7","male","8","9",-0.282777086051463,0.853508420983618
"1",-1.35863938649517,"5","male","0","2",0.256276569241092,-0.0200127587080788
"1",0.480219158860273,"7","couple","36","9",-0.312489874664826,0.889093598629064
"1",-2.52581598974314,"4","male","42","8",0.210748201451608,0.0777756741845158
"1",-1.06733877844928,"8","female","26","9",0.51167353171055,-0.74476907909521
"1",0.995826090567767,"8","female","39","8",0.658190722806408,-1.4741155276277
"1",0.995826090567767,"8","female","39","8",-1.30719472716277,1.72350706433546
"1",-1.24180371127235,"7","male","4","9",0.313355036901977,-0.152730802186169
"1",-1.24180371127235,"7","male","4","9",0.597301450485918,-1.11435108663654
"1",0.154315688462531,"8","male","13","9",NA,NA
"1",-1.90373851667919,"5","male","0","6",-0.639921795916186,1.22949961450622
"1",0.261192695000189,"8","male","39","9",-0.044843570209361,0.530606265787457
"1",0.690855342604568,"7","male","48","8",-0.498665477511099,1.09317624183344
"1",0.93175489358562,"7","female","42","9",0.0973955207818802,0.296080589977939
"1",0.597704254359906,"5","couple","48","9",-7.4260534971453e-05,0.460786247580862
"1",0.726996183258155,"4","female","55","8",0.222189978511668,0.0538115796543057
"1",1.22015515985344,"8","couple","6","9",-0.80179797725223,1.36966835749861
"1",-0.867738985293914,"7","couple","6","9",0.551201021639109,-0.901864399097783
"1",-1.1746810039776,"5","male","6","5",0.513492356806941,-0.751591705173951
"1",0.995826090567767,"4","female","12","5",0.30850381276168,-0.140963857469842
"1",1.20591815188092,"3","female","0","4",-0.0350682855989014,0.515645883403141
"1",0.616665706073964,"7","couple","36","9",-2.08211365198872,2.10057002940547
"1",0.10680385315865,"6","female","12","4",0.309288185899316,-0.142859890203539
"1",-0.848777533579857,"7","male","1","8",0.227128336452213,0.0433454437702663
"1",0.78007481277389,"8","couple","47","9",0.103335382368755,0.285415813408997
"1",-0.633589813751345,"7","female","12","9",0.175467551540129,0.149283113936399
"1",-1.53387945688681,"7","couple","24","9",0.535516123319014,-0.837195073801247
"1",0.0084518085529546,"7","female","42","9",-0.8659515480558,1.42108583754501
"1",-1.45699143110087,"8","female","49","9",-0.18171549313057,0.725206866102893
"1",-0.042494938464347,"8","female","45","9",-0.265405158823483,0.8322731779348
"1",-0.899724280597159,"8","female","51","9",0.350706655383454,-0.246717096098893
"1",0.89897613319723,"7","couple","0","9",0.381833129999828,-0.330074135564992
"1",-1.94560498762858,"4","female","0","8",0.627235951832754,-1.27635951122188
"1",-1.94560498762858,"4","female","0","9",-0.651770279122403,1.24030654670979
"1",0.797475632768338,"4","couple","0","5",-1.23532978834028,1.67958939388453
"1",0.920885010029055,"6","female","45","8",0.565763451337361,-0.96505680467126
"1",0.920885010029055,"6","female","45","8",0.608662633856123,-1.173138168223
"1",0.616665706073964,"4","couple","36","9",0.413414967690647,-0.420013602114266
"1",0.831853425902476,"7","female","53","6",NA,NA
"1",-0.463315541754364,"5","male","34","9",NA,NA
"1",1.23429693629086,"8","couple","6","9",0.362580904022247,-0.277940877410083
"1",0.690855342604568,"5","couple","27","9",0.478433881667653,-0.625936834912261
"1",0.814734403668465,"7","couple","6","9",0.326378851855987,-0.184806115359481
"1",-1.66858664761033,"4","couple","55","5",0.598068929171764,-1.11822940256527
"1",1.01154503059534,"5","couple","42","8",0.331337289714999,-0.197208957830081
"1",0.616665706073964,"4","couple","21","9",-0.0123492947676221,0.480266909693935
"1",-1.61366959389653,"8","couple","22","9",0.480484873980913,-0.632969228807661
"1",-0.469617149086053,"7","male","22","9",-0.25285737989332,0.816731408439469
"1",-1.04650917454637,"3","male","6","8",0.231121530810584,0.0348270813490292
"1",-0.774587897049252,"8","female","13","5",0.407315805728709,-0.402187773510487
"1",1.118422037133,"5","couple","0","8",-0.0112799863355501,0.478580263559626
