"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3","topic_4"
"1",1.49441523416802,"5","couple","8","6",-1.14571366286089,0.601303771868566,0.827843240885159,1.46107641343596
"1",-0.828472175597514,"8","female","9","9",-1.14367880061375,1.42014293587044,0.479606836747077,0.51266092442957
"1",-0.319385865336176,"7","couple","42","9",0.485367380657491,0.54030891994701,-0.293861253044743,-0.739759006808041
"1",-0.569768938605181,"8","couple","36","9",0.0890612655082423,0.998475280318546,-0.502439315182859,0.00677764243891177
"1",-0.569768938605181,"8","couple","36","9",0.552645114408196,-0.199992258673183,-0.623929438870151,0.794899507129297
"1",-0.409859056113921,"8","couple","25","9",0.499694786230014,-0.0638911077454596,-0.695809720902547,0.831802336779559
"1",-0.586441958331171,"5","male","9","9",0.967865511714411,-0.183373188257691,-1.10167514384014,-1.12454069472507
"1",0.107199722009559,"8","female","17","9",0.425391435852012,0.85699931270498,-0.963406919531887,-0.762493939403874
"1",0.107199722009559,"8","female","17","9",0.223848029524851,0.902910879920281,-0.316350728512459,-0.54362858773801
"1",-1.85276315555005,"8","couple","20","7",0.620842799537633,0.111109083212532,-0.281372672290905,-0.181448454437046
"1",-1.85276315555005,"8","couple","20","7",0.171106236537167,0.724187092012296,-0.0481126212390008,-0.0330084191706079
"1",-0.149231147991816,"7","male","48","8",-0.186140550375674,1.00956468343732,0.446376654483096,-0.618953950744417
"1",-0.149231147991816,"7","male","48","8",0.0811313701904101,0.481318754722202,0.757469944799352,-0.917320262730071
"1",1.18342763149728,"8","couple","41","9",0.162700754672107,0.171124956231714,0.304324436837571,0.611234255183747
"1",-1.79287753015165,"7","male","1","8",0.694218210203197,-0.593587386947124,0.207811021336064,-0.0964878813711811
"1",0.448652366791775,"7","female","39","7",-0.431599678976505,1.22288013935948,0.177789653463399,0.0860233735501009
"1",0.619861809594449,"8","couple","1","9",-0.265960799264056,1.27073461234558,0.00680846163646609,-0.411607166066556
"1",0.421044198000515,"5","male","20","3",0.524394604544329,-0.353893627090387,0.574887459959668,-0.428292686806903
"1",0.421044198000515,"5","male","20","3",-1.18523499131679,-2.42506830518584,0.814582585955076,2.45568818482783
"1",1.1541057994793,"8","couple","15","7",-0.241804052274198,1.46349738728882,-0.682577320804411,-0.445679641791226
"1",1.26904185074785,"5","female","6","7",-4.46843911242542,2.46407261721346,-2.02488104204556,0.435180176943314
"1",-0.911347403819952,"7","female","27","9",-0.0200829565348444,0.0159686980774663,0.050445588763517,1.32781283288394
"1",0.0417853571680545,"8","male","39","9",0.322152371574978,0.209485222836226,-0.735760036506243,0.968183926343257
"1",0.0417853571680545,"8","male","39","9",-0.149492242248198,1.28257602955061,-0.192980732203753,-0.682924197010944
"1",-0.275553402794637,"7","couple","0","9",0.268545198210958,-0.218083411931989,0.775749118890922,0.0682428276781647
"1",-0.504354573763677,"4","female","4","8",-0.187979894094332,-0.547375740816232,1.54831408160666,-0.10118992138145
"1",-0.185883764896472,"8","male","0","9",0.293329771473053,0.277875700637192,-0.312798409652563,0.720116615021348
"1",-1.24881458924115,"6","male","34","9",0.385750067760827,-1.19834230364416,1.21480706935258,-0.689116297094045
"1",1.58069138682504,"3","female","13","4",-0.977544855858698,0.613913085660645,1.07211096190457,0.995632475598753
"1",-0.930940161109412,"5","female","6","8",0.434636692366747,0.741837605170244,-0.684645917255316,-0.576981571467165
"1",1.16881727077184,"8","couple","0","6",0.467149935390058,0.46582108350754,-0.331271690628417,-0.227592510955711
"1",-0.85362985522103,"8","male","4","8",-1.51541180424697,-0.0605731945472078,0.0100273120987839,2.55110307765899
"1",1.0942201740809,"5","couple","26","9",0.241959646270544,0.0813890811678937,0.675172421236039,-0.133083956412884
"1",0.292168430437061,"4","couple","24","6",0.50497853457169,-0.737648990083819,0.097619749836897,0.825778572845388
"1",0.694458906285385,"4","couple","0","1",0.65501245744815,-0.515203615977087,-0.357092695788844,0.628503228783648
"1",1.51942492401685,"5","couple","32","6",0.38471142613633,0.766833199596165,-0.330656410938372,-1.22865337342919
"1",0.033465193444728,"7","couple","41","5",0.611282771526691,-1.69977357044137,0.754434303197023,0.0528568924908948
"1",0.033465193444728,"7","couple","41","5",0.40129182253401,0.741142534773049,-0.777286323277286,-0.241258774183169
"1",0.870244882863453,"7","couple","42","9",-1.78611495693684,0.88132013446511,1.70370684689658,0.133121617123384
"1",-0.569768938605181,"7","couple","6","6",0.772491224852635,-0.431988094762804,0.0893163445302323,-0.682443887420992
"1",1.58069138682504,"3","female","49","3",-2.10112429184409,1.26234423700987,-0.932602624930304,2.15575697801249
"1",0.801664770426281,"7","couple","36","9",0.145137259581889,0.620801080646567,0.120651531917073,0.0914690569195396
"1",0.801664770426281,"7","couple","36","9",0.401860252483919,0.195160515877969,-0.239567495117243,0.486557492739806
"1",1.00110459748423,"7","female","33","8",0.596629621436053,-0.736687919760395,0.0653347734946205,0.609617878911996
"1",0.619861809594449,"4","couple","26","9",0.4363334063793,0.775833259149205,-0.753606154981706,-0.670578582032698
"1",0.107199722009559,"8","male","49","9",NA,NA,NA,NA
"1",0.107199722009559,"8","male","49","9",-0.483665751338699,0.672943264107173,1.20025456081599,-0.51167107010389
"1",-0.779032758530092,"7","female","22","6",0.753929410627927,0.15935066572706,-0.948326321414686,-0.326884358768229
"1",-1.03859856364853,"8","male","26","9",0.0926551473747998,0.65458349676172,0.527737093590316,-0.845809985622887
"1",-1.03859856364853,"8","male","26","9",-0.302740279589923,1.16741572341685,0.313530925658023,-0.441806504362605
"1",-0.0954105741187269,"2","male","51","8",0.581564111896616,0.230796753864801,0.0256945788474071,-1.23344250533758
"1",1.36475315288463,"7","couple","2","8",-0.134977080636268,1.51568817966466,-1.45626817398386,-0.675876406573579
"1",0.336000892978599,"4","female","22","8",-0.15673865499432,0.0538103305133296,1.00433604755834,0.478540140858656
"1",-1.33432443637349,"6","male","49","8",0.010852225142719,-0.22773413329073,0.61971260827908,0.986627302390844
"1",1.0942201740809,"7","female","53","1",-0.939331223025031,-2.38117501730154,2.33977641606752,-0.468738484929896
"1",-0.440893171041727,"7","couple","37","9",-3.4687204168139,-1.43932456954534,2.34351496946048,1.50036891302537
"1",-1.67794147888311,"7","female","15","9",-0.0950958859322137,0.224410660239569,0.967570496416742,0.110774632311721
"1",-0.706964869891963,"7","female","12","9",0.218933187965208,0.983733836806975,-0.578229993461792,-0.470376743806162
"1",-1.07339146990005,"5","female","6","9",1.03055130176733,-0.864278765623434,-0.674478990408823,-0.4652911162134
"1",-1.06080032281763,"3","male","48","3",0.598081141386601,-0.0243780320467726,0.0123825318163573,-0.223916020903653
"1",-1.06080032281763,"3","male","48","3",0.527561214866992,0.242769436776821,-1.13760949053215,0.575014433268444
"1",1.00110459748423,"7","female","36","8",0.360847012532331,0.843203470519704,-0.575409744102601,-0.747241307344203
"1",-0.349117806184905,"7","couple","42","9",0.0243539078692482,0.769556141265067,-0.469202886274464,0.700272511915505
"1",-0.349117806184905,"7","couple","42","9",0.301476038428328,-0.880611298685543,0.101837299181144,1.30833882715069
"1",0.9691370910518,"4","couple","0","9",0.750973906040449,-0.254829873805972,-0.062205136728466,-0.547282295503072
"1",0.9691370910518,"4","couple","0","8",0.360331521764092,0.971936686413666,-1.0168154011339,-0.891595745748967
"1",0.482665878307667,"4","couple","0","9",0.625602603047165,-0.141632419886864,-0.0214321596636936,-0.070939099550386
"1",-0.85362985522103,"5","female","12","7",-1.20699017836889,0.310589170653114,0.377661200515207,2.05757657932785
"1",0.819018328979872,"7","couple","26","9",0.81766512090082,-0.193699792175041,-0.431774085837708,-0.487164171328553
"1",-1.27179642515616,"8","male","34","9",-0.159965061651332,0.741892547114268,0.382580707694094,0.350681275134282
"1",1.0789814054726,"4","couple","21","4",0.868933840093145,-0.593611394207272,-0.463954473418175,-0.0297511657635067
"1",0.638757926170605,"5","couple","42","9",0.265079839468704,0.529453436013228,-0.102373210414387,0.1836911122216
"1",0.336000892978599,"5","male","39","1",0.487212449906409,0.327844919057585,-0.842536889807578,0.441100679673173
"1",-1.59564220305029,"7","female","12","6",0.693013298326894,-0.722535249796471,0.530182216032623,-0.827089602930526
"1",-1.06638718310987,"7","female","48","9",-0.300612963373545,-0.0286280943020357,-0.261709738490213,1.85065681239657
"1",-1.76355569813368,"4","couple","39","8",-0.0919847895737911,-1.44517313378453,1.74665266816857,-0.466411802150883
"1",-0.379271490734576,"5","couple","0","9",0.34720139142149,0.824849918191331,-0.972946702992975,-0.0944556006211416
"1",0.462323147781421,"6","couple","0","9",0.737058329449731,-0.863741315487406,0.276452248911041,-0.121898357167989
"1",1.1541057994793,"8","couple","31","9",-1.5955492398576,1.76064615868968,-0.876633565109974,1.17455010315831
"1",1.1541057994793,"8","couple","31","9",0.34582316938536,0.0240967572825261,0.535458089363279,-0.139243731938473
"1",0.201695239659315,"2","male","22","4",0.169216426142651,-0.0651026220213903,1.10295339206016,-1.48641922830036
"1",-0.339160883449482,"8","female","26","9",0.332735328935031,0.277889959521357,0.2119247311069,0.0261278590949183
"1",0.836231371347562,"6","couple","1","9",-0.39926171609278,-0.473157209715293,1.43437636853847,0.684994471289782
"1",0.542551503706066,"4","male","8","9",0.463312440746924,0.867331625982945,-1.27298226052503,-0.836097994211966
"1",0.542551503706066,"4","male","8","9",0.672413089181232,0.187634182181066,-0.240865226045723,-1.032312746693
"1",-0.706964869891963,"8","couple","27","8",-0.956395732173027,1.05622250945576,-0.0163776140144001,1.4100510427249
"1",-0.706964869891963,"8","couple","27","8",0.334988764742999,-0.198494092104705,0.276614490745043,0.639875853936316
"1",1.22666571430123,"8","couple","25","6",0.481407769425755,0.412750852614344,-0.0999875089567492,-0.573478274194761
"1",-1.33432443637349,"8","female","17","6",-3.209829650832,1.88054175541372,-2.03967017764671,1.78009031197199
"1",0.903722726210296,"6","couple","12","8",NA,NA,NA,NA
"1",0.903722726210296,"6","couple","12","8",-2.2316576917829,1.28211389744659,0.434009787917336,1.65770335314174
"1",-0.488310730683479,"6","male","0","9",0.280162515928293,-0.456226541716378,0.769052992661372,0.348275333653024
"1",-0.85362985522103,"8","female","9","9",0.141375598942051,0.856917815799115,-0.111471604149379,-0.244734861645925
"1",-0.85362985522103,"8","female","9","9",0.30379656994302,0.70208428216051,-0.275742842000093,-0.220448049418401
"1",0.542551503706066,"5","female","37","6",-0.470062647507041,0.394488137372338,0.680524022990765,1.09510495261483
"1",0.542551503706066,"5","female","37","6",-0.075161156050874,-0.186851670576063,1.27474985655889,-0.0845235670170448
"1",0.887049706484306,"5","couple","0","5",-0.12070261054918,-0.77563175414762,1.01812619805293,1.0874677498678
"1",-1.19613722546156,"5","male","39","8",0.625626685720467,0.0714855519139981,-0.0213282161983659,-0.622130856054787
"1",0.694458906285385,"8","female","15","9",NA,NA,NA,NA
"1",1.44349545553825,"5","couple","34","6",-1.86667894289925,1.60500173410361,0.433237484957622,0.902162689739272
"1",1.44349545553825,"5","couple","34","6",-0.163035393176177,0.169059879728427,-1.44354772490515,1.86403843087918
"1",0.247413111741404,"5","female","0","2",-0.85198936023832,-0.163426080602786,2.00042146386627,-0.881985450856217
"1",-0.122150538234811,"4","female","45","5",0.235053892762557,0.410064606551056,0.250370938166743,0.0525754799781117
"1",1.32426051682366,"5","female","15","4",0.902315005345416,-1.20966033367657,-0.332854131889989,0.2379542281242
"1",-1.9143848358572,"5","couple","48","6",0.42386389353493,-0.133650757173866,0.142663811034861,0.471879906280647
"1",-0.379271490734576,"7","male","36","5",-0.521715032965381,1.37881359269306,0.32705191826948,-0.704687512551664
"1",-0.379271490734576,"7","male","36","5",-0.00843244589978235,0.4986049427178,0.783928868542814,-0.444936497874534
"1",0.801664770426281,"8","couple","48","9",-0.256471509747414,0.394476259902404,0.913092172582596,0.368098460987758
"1",-0.0429190400623696,"6","female","17","5",-1.49510202700527,-0.52856920517156,0.559248035558959,2.48121996363322
"1",0.581558086496015,"4","couple","18","9",-0.182775722440326,0.424318835858548,-0.541013951807845,1.49896876659278
"1",-0.440893171041727,"7","female","25","8",0.930597396360571,-0.0647852222279636,-1.54345621693505,-0.636217979338414
"1",-0.946745431817706,"5","female","29","9",0.639161186124372,0.0269677435939108,-0.982342108679882,0.46520299014304
"1",-0.946745431817706,"5","female","29","9",-0.250708850227641,0.294786904526104,1.2913265461963,-0.646120630906026
"1",-0.85362985522103,"7","male","2","7",0.310939132067484,0.358906339090338,0.499082466696131,-1.02872664613593
"1",-0.440893171041727,"7","couple","48","9",-0.491287663814536,-0.300710939270859,1.36880678208318,0.829721246773177
"1",0.292168430437061,"6","couple","6","9",0.682849391577962,-0.134819145552162,0.106718877914785,-0.820108310173384
"1",0.292168430437061,"6","couple","6","9",-0.238205318596661,-1.20440084773568,1.85839278936039,-0.6910340353103
"1",-1.75387094736171,"2","male","53","5",0.635075720916773,-0.63219525633948,-0.0291310949467715,0.506055410745372
"1",-1.01116851703406,"5","female","8","9",-0.545156607024,1.22269680521212,0.679888787257461,-0.899324414409671
"1",-1.01116851703406,"5","female","8","9",0.626413428989618,-0.0431073176928156,-0.861053669580252,0.539216800554934
"1",1.0942201740809,"5","female","47","5",-0.542940280678657,-0.89873086797266,1.54531417335978,0.978051998557867
"1",0.819018328979872,"8","couple","25","9",-0.635957797274804,1.22469023040862,0.659349994749986,-0.326975723755607
"1",1.00110459748423,"8","female","45","4",0.491281165302949,-0.151513788638605,-0.0617527730469524,0.508032788830764
"1",1.00110459748423,"8","female","45","4",-1.19048413759223,1.33854115210985,0.55381104115994,0.68385309409978
"1",0.748737577157903,"6","couple","55","1",-0.918313522817008,-0.0052618895242642,1.45064209866022,1.02149577643287
"1",0.920265993495215,"7","couple","36","9",-0.9722562936107,1.63009054071384,0.377242230041286,-0.599766420048944
"1",-0.742693427178669,"7","male","13","9",-0.142583808846364,0.614334805872937,0.950211094804976,-1.01985241192021
"1",1.12437385863057,"7","female","40","3",0.477325998442523,-0.00898456158567964,0.457092934913684,-0.640097343293853
"1",1.12437385863057,"7","female","40","3",0.253706273132893,0.549535008530431,0.357055982550354,-0.867156758120057
"1",-0.0171514625383516,"7","male","12","8",0.812408959720468,-0.529961918464163,-0.948933035581735,0.487228651531212
"1",-0.261141150183375,"6","couple","17","9",0.347217985885346,0.0520632582243978,0.565673143105541,-0.293115338074021
"1",-0.261141150183375,"6","couple","17","9",0.0948609520821778,-0.264958958435915,0.358694475468323,1.12389151105176
"1",1.06363260870156,"7","couple","0","5",-0.556959324883381,1.47581623655676,0.120297909488907,-0.558053032217835
"1",1.06363260870156,"7","couple","0","5",0.220814576517323,0.515663080847392,0.209262025752992,-0.0819758174814851
"1",-0.379271490734576,"8","male","24","9",-0.0375087988248213,1.29254994140263,-0.803546844980043,-0.345156483732709
"1",-0.482989578674513,"7","male","17","9",0.870342917645522,-1.02325752515105,-0.0312929232647991,-0.13356276362608
"1",-0.482989578674513,"7","male","17","9",0.557000496820912,0.471881701742616,-1.31519452151108,0.131128310949977
"1",0.754683872273158,"2","female","4","6",0.0241019994810753,0.249291059325812,1.05994640114547,-1.07333102068505
"1",0.754683872273158,"2","female","4","6",0.956876724185112,-2.41694230045553,-0.591536773310721,0.536157838148295
"1",0.232282805038661,"8","male","39","9",-0.482270309496118,-0.525165579784375,1.02173929538064,1.44816930889124
"1",0.232282805038661,"8","male","39","9",0.291264097531704,0.598552527754378,-0.370890846332974,0.229401466439352
"1",-0.930940161109412,"8","couple","42","9",1.10418060891845,-1.08941931336373,-0.830035430218954,-0.590258536890448
"1",-0.930940161109412,"8","couple","42","9",0.370111212956177,-2.00203887053762,-0.0599523183465341,1.54508146826615
"1",-1.27179642515616,"7","female","12","8",-0.283739381159402,0.947672045523357,0.624977698471567,-0.378645436784938
"1",0.0209235693525443,"6","male","36","9",0.262072561102351,0.788147451037644,-0.515745294019869,-0.00553149085089941
"1",-0.678808178554086,"8","male","39","9",0.164622528304349,0.663834293118501,0.384090982429446,-0.876216767958351
"1",-0.742693427178669,"7","couple","37","9",0.416809289379667,-1.01150457770026,1.12231302667257,-0.700211194994835
"1",-0.930940161109412,"6","couple","49","8",-0.561099932923714,1.71912909446302,-1.07214743044833,-0.229959983274938
"1",0.555633385714034,"5","female","0","8",1.07049315014328,-1.07595348123345,-0.597785986633653,-0.629825023010769
"1",0.784168382624301,"5","couple","0","9",-0.0680994398829153,0.910012704023759,0.0330991563728045,0.173108309374863
"1",-1.07760514643848,"5","male","4","9",NA,NA,NA,NA
"1",0.748737577157903,"5","couple","12","9",-0.595457915504186,0.337710325083622,1.50022854432725,-0.256860922409282
"1",-0.359121585199855,"8","male","6","9",-0.491221805770945,1.48655657521146,0.104155217388695,-1.12333092763198
"1",-0.793744229822631,"5","female","48","9",0.558577954393472,0.00318403412851647,0.306030576663287,-0.86101977757127
"1",0.819018328979872,"8","couple","2","9",-1.34027309607782,1.57981111158539,0.926073141527687,-1.48906520778689
"1",0.619861809594449,"6","couple","0","9",-1.55621960565819,-1.97723429995252,0.934525264301226,2.53952185551073
"1",-0.654473335835607,"7","couple","0","9",0.374927514949501,0.54040057617286,-0.537858207857955,0.21335897835841
"1",-0.654473335835607,"7","couple","0","9",-0.0554005254460753,0.623333202759683,-0.320233689004113,0.989907761234412
"1",-0.394510259342882,"8","female","6","9",0.748418634144211,0.158780745191168,-0.787999602087829,-0.456898957879785
"1",-0.394510259342882,"8","female","6","9",0.741278259309417,-0.745517781968758,-0.375841284016449,0.557015251838414
"1",-0.349117806184905,"7","female","6","7",0.340704866915208,-0.408193022345793,0.643627069683418,0.330464123237651
"1",1.00110459748423,"7","female","12","6",-0.17365757869597,0.831047003632692,-0.336841786697547,0.908463083006968
"1",-0.990825786507812,"7","female","51","9",-0.195644113370765,-0.211625703103206,0.8805423679065,1.02137319657965
"1",1.18342763149728,"8","female","34","5",-1.05137347866696,-0.0367254541637201,1.57891165545502,0.977635152870882
"1",0.784168382624301,"8","couple","6","9",-0.191194590111884,0.58592729580885,0.904391842214948,-0.287489203276848
"1",0.784168382624301,"8","couple","6","9",0.266174472385561,0.966567436931439,-0.910993896843177,-0.270050887712613
"1",0.357582795278565,"8","couple","17","9",NA,NA,NA,NA
"1",1.12437385863057,"6","couple","6","6",-0.130239006683031,1.1219962505867,0.188319815975793,-0.82351076128152
"1",1.00110459748423,"8","male","29","9",0.430372104519128,-0.601393944310735,0.811165182163118,-0.159055128738943
"1",-0.603246781952025,"6","couple","12","8",0.609259274273733,-1.10096559583573,0.584204098879391,0.0930620913453434
"1",-1.01116851703406,"7","female","45","9",0.167754594471128,0.0231039272737478,0.908112633712697,-0.345295427408447
"1",1.06363260870156,"8","female","36","9",-1.24242671814469,1.87638484003073,-0.936487290550624,0.527795385406074
"1",0.766526794923514,"8","female","42","9",0.429613225583865,-0.846934677963814,-0.528330807078738,1.40530956646183
"1",-0.0602725986159606,"7","female","55","9",0.812323068254077,-0.962464353492904,0.110560249374658,-0.111829529510405
"1",1.0789814054726,"6","couple","53","8",NA,NA,NA,NA
"1",1.0789814054726,"6","couple","53","8",0.0704296851314349,0.201591730810734,0.91975191298432,-0.370280163108868
"1",1.01690986819252,"7","couple","15","9",0.906957331987683,-0.0070974550475602,-1.22143399868027,-0.874354018007542
"1",-0.706964869891963,"8","male","12","9",-0.335504349620097,1.45974611498067,-0.639212465181124,-0.0829713105904693
"1",-0.779032758530092,"8","couple","27","9",NA,NA,NA,NA
"1",1.0942201740809,"6","male","12","8",-0.212726255031295,1.02547588740682,-2.03776499943196,1.11023671068912
"1",-0.994878788913088,"8","male","51","9",0.474983070856562,0.736847815860694,-0.599644119205348,-1.50621226971056
"1",-0.364141184031832,"5","male","55","7",0.236126109581412,0.0322516285809483,0.632324896368089,0.0905656313512963
"1",0.314197633973314,"5","couple","12","8",0.551688760239218,-0.60636218778338,0.361316829397411,0.27892920616835
"1",1.26904185074785,"8","male","39","9",-0.498549726869151,0.715549096946866,0.893899493939875,0.346917962557587
"1",1.0942201740809,"3","female","12","2",0.675392074838533,0.267020402175603,-1.22394058519684,0.0257040660725101
"1",1.0942201740809,"3","female","12","2",0.488169548207903,0.423511426568564,-0.335415644938202,-0.208497679660827
"1",0.712706221050426,"5","couple","0","8",-0.0712265558478259,0.915980501958264,-0.140295241445197,0.370936060703017
"1",-0.113199791884339,"4","male","6","9",0.286477481171164,0.424172906411804,-0.132716576150161,0.359308723687603
"1",-1.09454387444775,"7","female","31","4",-0.135697919314992,0.873088926020043,0.00681229083577899,0.477604654241629
"1",0.936681512267875,"8","male","48","1",-0.372928127089565,1.52104610268943,-0.754401606599923,-0.124648554183505
"1",0.936681512267875,"8","male","48","6",-0.023989377580028,1.01082514314112,-0.00630801599138228,-0.271594765322118
"1",-1.33432443637349,"8","male","26","9",0.140850956963104,-0.460258882871677,0.951260891271071,0.416669797426313
"1",-0.946745431817706,"8","female","17","6",-2.32960707793113,-0.863279634649416,-0.732825539669793,3.16080573272206
"1",-0.946745431817706,"8","female","17","6",0.754716662081799,-0.980096121733437,-2.04009338951939,1.11423148220024
"1",0.0583286244529741,"5","male","0","8",0.426390598602031,0.506610012223963,-0.372816171250115,-0.0831996556761407
"1",1.51942492401685,"7","couple","8","8",0.357730299766512,0.261560385841361,0.503853926797548,-0.973378349011029
"1",1.51942492401685,"7","couple","8","8",0.443766488341244,0.421088830697137,0.0854164172051981,-0.871628970618225
"1",1.00110459748423,"4","male","26","8",0.0343377639808888,1.1578004456826,-0.460289400697609,-0.469897271214431
"1",1.00110459748423,"4","male","26","8",0.460480286714419,0.705534001216474,-0.579648643314223,-0.802671542848745
"1",-0.409859056113921,"5","couple","4","6",-0.597415950967819,0.0179500980902278,1.7266757637154,-0.527995330426206
"1",0.139167228441985,"8","male","24","9",0.35699713215818,-0.101599604061127,0.276939523496965,0.469181333649807
"1",-1.09454387444775,"7","couple","34","8",-0.0222863431518291,-0.191231183874008,0.563695966514071,1.07593069431482
"1",-1.09454387444775,"7","couple","34","8",-1.43001970674915,0.488807821858954,1.88962814611057,-0.174275908382734
"1",0.936681512267875,"8","female","13","9",0.155459782209342,-0.634269985783946,1.05427611252726,0.329360515739506
"1",-1.46518415099427,"7","male","28","4",NA,NA,NA,NA
"1",-1.46518415099427,"7","male","28","4",-0.0914836434974906,0.80574592661852,0.585249349803413,-0.584085447117824
"1",0.247413111741404,"7","couple","0","9",0.840798564593114,-1.43778417071908,0.28930877663193,-0.227536694291573
"1",0.247413111741404,"7","couple","0","9",NA,NA,NA,NA
"1",-1.27179642515616,"7","male","36","3",0.387876637585403,0.913956239852837,-0.840193013046791,-1.07527598598932
"1",-0.232606505405508,"7","couple","39","9",0.179580167758178,0.614793193060744,0.208325941262043,-0.18932264094915
"1",0.378947790367728,"6","female","1","5",-0.0912931633716919,0.80604327258558,0.196650817817508,0.283858503601808
"1",-0.261141150183375,"7","female","53","9",0.64873337315931,0.375166640271682,-0.942132453966292,-0.293039452432084
"1",-1.72317295372761,"4","female","45","6",0.766278631658965,-1.05973579398777,0.240820151425911,-0.0111168984319555
"1",0.562144260995526,"7","female","36","6",-0.26518727398189,1.17903652591044,-0.209211973756218,0.269566057411125
"1",0.936681512267875,"8","male","0","5",-0.0766923370448477,0.543980371182412,0.39611184860149,0.511074493343583
"1",0.581558086496015,"4","couple","20","8",0.200348888336154,-0.194363208054295,-0.728783693788886,1.50574877498252
"1",1.06363260870156,"5","couple","1","8",-0.150593601588473,-0.662031619726237,1.52920524349377,-0.0103844655402925
"1",-0.420153502951519,"7","male","6","9",-0.367039312769511,-0.644051874446357,1.73984374858462,-0.138643532826126
"1",-0.420153502951519,"7","male","6","9",-0.972041135353504,1.12457297953435,0.94211566862162,0.225977206180036
"1",-1.07760514643848,"7","male","6","9",0.610463318667522,-0.31904519642679,0.139951885922403,0.0370926612031266
"1",0.336000892978599,"7","female","55","9",0.361603684224896,0.796253374764914,-0.471663576488431,-0.674691550665509
"1",-0.355114422622883,"8","female","49","9",-0.034896669405424,0.531802850121075,0.732610756373052,-0.252867884913927
"1",-0.261141150183375,"8","couple","55","9",0.428620112149262,-0.684655400704579,0.359061637566431,0.720295833298334
"1",-2.36542524313494,"5","couple","31","5",0.470113760243534,-0.696335444703836,0.893149826672898,-0.537978343528678
"1",-2.36542524313494,"5","couple","31","5",0.0970326715323868,-0.887872830252821,1.51184456331359,-0.957729687962429
"1",1.12437385863057,"8","couple","6","9",0.15811195358605,0.746700183169065,0.291791223353742,-0.983309979213246
"1",0.712706221050426,"7","couple","48","9",0.209079275039764,-0.0424044841632633,0.649130908591051,0.273236906007292
"1",-0.0429190400623696,"4","couple","37","4",0.17055655789343,-0.971072401867465,1.36600161336141,-0.345005493798377
"1",1.18342763149728,"8","couple","0","9",NA,NA,NA,NA
"1",1.18342763149728,"8","couple","0","9",-1.43720292795716,1.20400602769568,1.01520170936452,0.601336531555282
"1",-1.04412730309164,"3","female","48","9",0.460626578210675,0.525553449583608,-0.166288786668027,-0.777065402835496
"1",-1.04412730309164,"3","female","48","9",0.171134509622564,1.10541855204902,-0.977539957066875,-0.323083118271744
"1",-0.122150538234811,"6","couple","48","9",0.15228714186492,-2.41738708847652,1.52799451115183,-0.194683455676091
"1",0.448652366791775,"8","female","0","9",0.57983412573351,-1.28510179959207,0.816644116674595,-0.194267222099383
"1",-1.44002647137075,"8","female","6","3",-0.134908059367002,-0.023040991547444,1.31095812489461,-0.324374317408301
"1",1.58069138682504,"7","female","12","4",-0.520957953822798,1.30505119868058,0.541931651108215,-1.18028128861522
"1",0.766526794923514,"6","female","8","8",-2.10103830850944,0.215954076530014,1.62830590071508,1.48862770661972
"1",-0.504354573763677,"6","couple","0","9",-0.658391179985353,0.236426070247537,0.381161544953857,1.69765895789987
"1",0.292168430437061,"8","male","17","9",0.0105263874118773,1.18750886405937,-0.985588448608376,0.048268966609135
"1",0.292168430437061,"8","male","17","9",0.629687901866434,0.323348283826064,-0.765716113687193,-0.191845749279151
"1",0.903722726210296,"7","female","39","9",0.889071189501944,-0.0970661687284054,-0.941805274954785,-0.642521850991875
"1",1.37808109069675,"6","female","36","3",0.754096125430841,-0.697808737244636,0.378387478727542,-0.873526925063574
"1",-1.09454387444775,"8","male","17","9",0.144498025082474,-0.345360631527922,1.19236318031055,-0.486216699016454
"1",-1.09454387444775,"8","male","17","9",0.0446136658252895,0.393309702382183,0.554562709896881,0.214055433199906
"1",0.581558086496015,"6","female","24","9",-0.480081505711345,1.38273158008274,-0.0790649480953825,0.0280552685102798
"1",0.581558086496015,"6","female","24","9",-0.0344383798076892,0.329394710229367,0.332457875158347,0.813307528099164
"1",-2.32712152003651,"6","male","6","5",0.663263474668878,-0.407795502366119,-0.188704331989756,0.356067025974736
"1",-2.32712152003651,"6","male","6","5",0.922597301528397,-0.416697297256012,-1.34950157674198,0.0770550048208752
"1",0.836231371347562,"5","female","4","7",-0.720171079875935,-0.393175097072382,1.57707565982017,0.856056876966785
"1",-2.61967692369113,"5","female","39","5",-0.832381250397447,-0.168850140927851,0.557455511078012,1.97197333399055
"1",-0.930940161109412,"7","male","12","8",-0.166113230660929,1.53181629731447,-1.46594997716361,-0.59246630425746
"1",-1.27179642515616,"8","male","6","9",0.371470415318351,-0.251873392578944,0.271265231901987,0.60407528465017
"1",-0.930940161109412,"7","male","6","5",0.840750427850758,-1.02103738422871,0.24034924437967,-0.538974221530149
"1",-0.637260293467916,"8","couple","2","9",-0.543606853458193,0.935318852284871,-0.0934099450670035,1.16428167493401
"1",0.657487554974611,"8","couple","37","9",0.0177275538958981,-0.0866143784896125,0.433217764808445,1.04989891774083
"1",-1.07339146990005,"6","couple","0","9",-0.491853496798233,0.749903233754955,1.15268113408332,-0.597780011469075
"1",0.903722726210296,"6","couple","34","9",-0.818236860142449,1.09728220870031,-0.172909270617037,1.30434533691223
