"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3","topic_4"
"1",0.502815783842387,"7","couple","24","9",0.443082365591558,0.481461090825384,-0.0154232401859706,-0.841918996555988
"1",0.607170433882491,"7","male","51","9",0.221569945054785,1.00351740940485,-0.790158887507799,-0.309149333328785
"1",-0.586441958331171,"8","female","17","9",0.504920940726917,-0.166020461032925,0.564689871743228,-0.792401548977943
"1",-0.586441958331171,"8","female","17","9",-0.423870000493964,-0.114514814652242,1.65026122016107,-0.475909754852686
"1",-1.30283054008397,"7","male","26","9",-0.123909409082447,1.09255989844273,-0.0431510064163764,-0.11012171523664
"1",-1.30283054008397,"7","male","26","9",-0.424855245627619,0.991549916119323,-0.546151314572084,1.16639521636394
"1",1.60471197141335,"7","female","53","9",0.373075277863176,0.248727597090948,-0.117257286812827,0.375213075602076
"1",-1.09454387444775,"7","female","48","4",0.296967895662696,-1.24490381732541,0.81024350723722,0.771046097673132
"1",-1.07339146990005,"7","male","42","9",0.305467550539189,-0.528746689740576,1.03831567524671,-0.379416926165798
"1",-1.07339146990005,"7","male","42","9",0.825274976674678,-0.880934970291188,0.163516848016823,-0.410123459570487
"1",0.462323147781421,"7","couple","26","9",0.310401234708075,0.630071319460975,0.127936495178626,-0.988182068208872
"1",-1.27179642515616,"7","couple","49","8",-0.424806115698727,0.744381892749118,0.73621629085141,0.414619904214362
"1",0.357582795278565,"8","couple","0","8",-0.885475462189316,-0.424134761662003,-0.922391148657099,2.60205511818962
"1",-0.204449814067631,"7","couple","26","9",0.0144035806096495,0.623186457638916,-0.329299134476768,0.864895633006608
"1",-0.754737647032682,"4","male","9","8",0.551533850223633,0.462868273233433,-0.274865340778754,-1.14246098696755
"1",1.03259849377375,"8","couple","13","9",0.320462725895035,0.417632955596084,0.128284141875368,-0.111147777737678
"1",1.03259849377375,"8","couple","13","9",0.569662443771987,-0.910670392743162,0.0430207971982017,0.812210690180385
"1",-1.95648124348999,"6","female","13","8",0.876484821805834,-0.391919584398741,-0.220378448238531,-1.06974616002222
"1",-0.721184315000701,"7","male","17","9",0.244730919176013,0.246466320523686,-0.232770884768884,0.816335917115394
"1",0.836231371347562,"5","couple","42","8",0.643771250243046,-0.982489372493765,0.0964983550685552,0.59728968009133
"1",0.836231371347562,"5","couple","42","8",0.588251906038396,-1.26832870679344,0.82085563147751,-0.27051562156803
"1",-0.879088831580593,"8","female","13","9",0.226018487817367,0.171385768461224,0.56456322606882,0.00467345669980187
"1",-1.94587873214673,"7","couple","48","9",0.484166053592426,-0.876838500314851,0.421422481961051,0.625299507199587
"1",-1.05244746681496,"7","couple","53","9",0.208109452556014,0.647130215861596,-0.667423828086845,0.596876270800474
"1",0.766526794923514,"5","couple","4","4",NA,NA,NA,NA
"1",-0.793744229822631,"7","male","17","9",0.972858526845615,-0.793956114780748,-0.628040834240161,-0.194876858795408
"1",0.936681512267875,"4","female","48","8",-0.48294303459264,-0.0491175826660985,1.66245177519274,-0.452860277191299
"1",0.730798237636809,"8","couple","41","9",-0.573395004195237,0.640467899301624,0.556762816047847,1.07349698858484
"1",0.730798237636809,"8","couple","41","9",-0.098736916560616,0.512047992648226,0.730182449856924,0.0590847744151992
"1",0.281067626529664,"7","couple","36","9",0.549983303739981,-0.485235274330176,-1.42343686458584,1.24956669737181
"1",-0.409859056113921,"5","female","12","4",0.287232907933263,0.657836799788709,-0.522547250184227,0.24532015279182
"1",-1.43170630764742,"5","female","48","8",0.0856219781939739,-1.38756726667985,1.34933486373058,0.354971181110056
"1",-1.43170630764742,"5","female","48","8",NA,NA,NA,NA
"1",-0.0954105741187269,"8","male","0","7",1.0503859167696,-0.813649012652782,-0.610085991814893,-0.940803109509129
"1",-0.724754087657575,"7","couple","0","8",0.24801514039982,0.723677677866969,-0.0424781050034594,-0.422380596383719
"1",-1.60463079622091,"4","female","13","5",0.0126194310769729,-0.783359901520229,1.32459765124955,0.234804545064354
"1",1.60471197141335,"8","male","55","6",-1.12062769785809,2.04962220768569,-1.11066062182539,-0.510796882172378
"1",0.619861809594449,"5","male","25","9",0.158690780393769,0.628212405433177,-0.772531793595434,0.796983673621963
"1",-0.319385865336176,"7","couple","42","9",0.115225001424615,0.495737310460596,0.349441143779046,0.125012812457591
"1",-1.49064312735383,"8","couple","6","9",-0.0984056486887842,0.840955616320374,0.122542429780228,0.319535364083215
"1",0.400100194915425,"7","couple","13","6",0.784249081343334,-0.796320310014327,-0.222980099359771,0.312531825967736
"1",0.581558086496015,"5","couple","12","8",-2.52822796362149,1.55197500507755,1.22434300142068,0.297779622882223
"1",0.581558086496015,"5","couple","12","9",-0.259046843407584,-0.222678494017677,1.13241284135386,0.772797995420114
"1",0.657487554974611,"7","couple","6","9",0.780741961842265,-0.762256080214018,-0.511045091799293,0.537052799241051
"1",0.748737577157903,"8","couple","48","9",0.215955588636575,0.715685374917806,0.197072408077128,-0.89037450498093
"1",-0.261141150183375,"8","couple","53","9",NA,NA,NA,NA
"1",-0.261141150183375,"8","couple","53","9",0.317330472835914,0.700463743624127,-0.234583143847023,-0.35703859798601
"1",-1.5689022389342,"8","female","51","9",0.539754841755549,0.466759481696983,-0.336840407060199,-0.754829401262533
"1",-1.5689022389342,"8","female","51","9",-0.218039282451179,1.15957561667256,0.120528848573278,-0.315005218341745
"1",-0.379271490734576,"7","male","48","8",1.02278239995637,-1.98565865285423,-0.436359509984693,0.0990987780164575
"1",-0.379271490734576,"7","male","48","8",0.885717962871725,-1.27951675467777,0.344371670594155,-1.1088662801735
"1",0.870244882863453,"7","female","0","3",0.731258866346615,0.293991850501199,-1.57376127700518,-0.196944525730247
"1",0.00830751382121197,"7","female","55","9",0.327694401791001,-0.000386483051268308,0.141680732110384,0.585586336729352
"1",0.903722726210296,"8","couple","27","4",-0.0867734102321115,1.35299821400157,-0.668823413656792,-0.620243438531296
"1",0.238347856563971,"6","female","24","9",-1.49295468285018,-0.246394869110155,1.12431184485417,2.01011333505705
"1",-0.779032758530092,"6","female","6","9",0.449599879409791,0.0797132622040132,0.498783136852031,-0.987253030747521
"1",0.00830751382121197,"8","male","29","9",0.957072240428884,-0.784454132384323,-0.751725042577033,0.00385411524983593
"1",0.581558086496015,"8","male","25","8",-0.095312256458031,1.37938081084503,-0.517592877369111,-1.49454347203114
"1",-0.176661194606289,"5","couple","17","5",0.770035009086762,0.117442688190436,-0.617706140876807,-0.781291310616866
"1",-1.01116851703406,"7","female","55","9",-1.72834141296491,1.46135883675323,1.31433171824846,-1.05111504473334
"1",-0.0954105741187269,"7","couple","47","9",1.04505950111561,-0.271299742447336,-1.84381471896813,-1.50500587480181
"1",-1.85276315555005,"8","male","36","9",-2.82906378861419,-0.249359319142104,2.62779744304497,-0.988788620912252
"1",-1.85276315555005,"8","male","36","9",-1.93125704417659,0.912277450130831,1.70441354521586,0.238945874692076
"1",0.952971240388845,"7","couple","45","6",0.135675972039039,0.730985123375776,0.245231870214186,-0.490383378518892
"1",0.952971240388845,"7","couple","45","6",0.885578038663648,-0.731103036824879,0.0661325132112835,-1.16034213714562
"1",-0.261141150183375,"7","male","48","9",-0.0232583502590113,0.978309362525077,-0.282596075424461,0.22243225267497
"1",0.00830751382121197,"4","female","42","7",-0.733774714260561,-0.181704189906271,1.86346066848102,-0.279048692245222
"1",0.00830751382121197,"8","male","12","9",0.834457652504454,0.0576466819965085,-0.969111243980216,-0.624213983303723
"1",0.600796218858866,"8","couple","48","9",0.755978557926106,-0.435548022671909,0.10044355948785,-0.549824811475922
"1",-0.603246781952025,"7","couple","36","5",0.399557430875127,-1.21477174607663,0.245000868502579,1.14992165345735
"1",-0.603246781952025,"7","couple","36","5",0.985113896819975,-0.422693441607254,-0.694409692796052,-1.1649211499327
"1",1.0942201740809,"8","couple","36","9",NA,NA,NA,NA
"1",-0.592028818623418,"5","male","12","7",0.784970881023172,-0.193518595404328,-0.760225072529858,0.085435836700641
"1",-0.592028818623418,"5","male","12","8",0.26422314703045,0.382933286134026,0.338794949685253,-0.177783374235274
"1",1.18342763149728,"8","male","39","6",0.606206665658422,-0.159114726357372,0.15461191848915,-0.255964669798599
"1",1.18342763149728,"8","male","39","6",0.4374363733119,-1.19843583314527,0.330299987758038,0.992996435026228
"1",1.18342763149728,"7","couple","42","9",0.577216835669873,0.432958917098415,-0.519192538841739,-0.532081620497184
"1",1.18342763149728,"7","couple","42","9",NA,NA,NA,NA
"1",0.819018328979872,"8","couple","12","8",-0.473739442204876,0.429370330296444,1.06000434915221,0.507059770561485
"1",0.131220306597876,"6","couple","55","9",0.202306087679675,1.00601693493756,-0.549842515901256,-0.527626747408766
"1",-1.76355569813368,"7","male","12","6",-1.83839800254485,-2.42277542324367,0.71491083250026,2.76545459748843
"1",-1.4151630403625,"4","female","49","5",NA,NA,NA,NA
"1",0.694458906285385,"7","couple","17","9",0.678053286073121,-0.320381338441606,0.348261963164799,-1.1861410533932
"1",0.790016526938809,"6","female","15","9",0.646938528375847,0.153697462352512,-0.235459776562064,-0.567771127720444
"1",-1.55126065123342,"6","female","0","9",-0.154821731878051,1.11799237687354,-0.747729824545763,0.567196429768951
"1",-1.55126065123342,"6","female","0","9",-0.75433160379371,0.249451174319372,0.330043196193335,1.80443848284981
"1",-1.84065030729237,"8","female","12","3",0.223803846802043,-1.6527380697407,1.43808076341056,-0.350491739982937
"1",0.836231371347562,"6","female","55","3",-0.262150297142376,1.4143865165085,-0.395257445099811,-0.476367880415198
"1",0.657487554974611,"3","couple","1","1",0.622664193173088,-0.518613176807161,0.531284270272989,-0.645528885005147
"1",-0.620185509961295,"7","male","21","9",0.153730230514512,0.672982231204078,-0.250309617189585,0.389516472955631
"1",-0.620185509961295,"7","male","21","9",0.0642352753757068,0.297093797011852,0.180230684076842,0.803900993614092
"1",-1.85276315555005,"3","couple","8","6",0.401922315603183,0.93688757609822,-0.997355724136116,-1.20248865085666
"1",-1.73463281499885,"6","couple","0","2",0.943185143483059,-0.359357327639195,-0.678243403643693,-0.769660438378776
"1",-0.0777689864179414,"5","female","48","9",-0.32998583125269,0.32151194594471,1.00764059655385,0.477547947083227
"1",-0.85362985522103,"7","male","48","7",0.632634202090824,-0.221236622751352,0.386866954255391,-1.30509508236054
"1",-0.816004109840867,"7","couple","39","9",0.674097085783791,0.460133929359207,-1.18837773955495,-0.57547743737159
"1",-0.816004109840867,"7","couple","39","9",0.770769542627191,-0.346642585760652,-0.292889746921494,-0.0727610418852201
"1",1.26904185074785,"4","female","0","5",-0.523561807867112,0.807038475898226,0.966992605519276,0.01015643466014
"1",0.766526794923514,"6","couple","0","6",0.0183650086344759,0.469041290876837,0.736987538836535,-0.313966604903931
"1",1.03259849377375,"5","female","6","7",NA,NA,NA,NA
"1",1.03259849377375,"5","female","6","7",-3.4402769261856,-0.769990137786026,2.60460718300157,0.504642398044427
"1",1.10935048078365,"6","couple","53","8",0.321078626456962,0.344611320244807,-0.0671051293642863,0.323195758137183
"1",1.2123505146321,"4","female","0","5",NA,NA,NA,NA
"1",1.00110459748423,"6","couple","6","9",-0.807411880175957,1.01311094800332,1.23812232714661,-1.178331733915
"1",-0.472387067331251,"5","couple","51","6",0.842929270372291,-1.70667286940976,0.54493394298752,-0.943729305372043
"1",-0.970675880973091,"7","couple","1","9",0.814643610391054,-0.966794763532583,-0.04791304962264,0.125956726525431
"1",-0.779032758530092,"7","couple","29","9",0.691594430171788,-1.30479407393748,-0.226595547427375,0.883639210914906
"1",1.32426051682366,"7","couple","31","6",0.116565278533751,1.16236237432497,-0.728366483560294,-0.596612805176016
"1",1.32426051682366,"7","couple","31","6",-0.901100979579533,1.82453907487018,-0.412752470144267,-0.413232384005117
"1",-0.834733738644873,"6","couple","12","8",0.853728397641313,0.0835394378602379,-0.878026431122096,-1.39554301518683
"1",-0.834733738644873,"6","couple","12","8",1.03997111779728,-0.435079740223456,-1.18410978457531,-0.953737450134813
"1",0.9691370910518,"8","female","16","8",-2.25727557439705,-0.0866697416760281,2.34939368984898,0.123157150334619
"1",1.18342763149728,"8","couple","6","9",0.133935159088835,0.891707712182181,-0.0351364962982594,-0.518911321724811
"1",1.18342763149728,"8","couple","6","9",NA,NA,NA,NA
"1",0.502815783842387,"4","female","36","6",-0.424404169327695,-1.22870829367413,0.595626821448292,1.97742285967416
"1",0.502815783842387,"4","female","36","6",0.914124643177745,-0.348579256460307,-1.18922573566959,-0.0487738772330935
"1",0.0910338713466022,"8","female","48","9",0.921422176710333,-0.337181808184172,-0.660763674211347,-0.627628496052193
