"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7"
"1",-1.63514936757705,"5","male","45","8",-0.42352061240155,-0.783111559716505,0.348159879091013,-1.09011282259774,-0.0804709514495639,-0.0187426852641149,1.30395116407902
"1",-1.63514936757705,"5","male","45","8",-0.745668308662814,-0.886882695271778,2.20803020538648,0.527997784357308,-0.0105766744178533,0.81015024291927,0.419445943805997
"1",-0.432960477187599,"7","couple","17","9",0.908610094817392,0.761916195348892,-0.414881005098889,-0.45788478653334,-0.236453115174143,-0.472866247187321,-0.0508731614229251
"1",-0.496050807621969,"8","couple","27","9",0.699747957884267,0.536259868205861,-0.137548039765403,-0.414919576627796,-0.159789827030721,-0.896547095595847,0.318327229385782
"1",0.175017930852639,"6","male","0","9",0.776161683754648,1.03462435933559,-0.230103177609677,-0.765394086439476,-0.620078219323556,-0.307084003747975,-0.0958847297081861
"1",0.175017930852639,"6","male","0","9",0.0266579164293731,-0.295779413910122,0.773970652397805,-1.42717557889291,2.56181160480175,-0.123367938118439,-0.335794284293839
"1",0.62159204399536,"7","female","6","9",-0.194655331159969,0.651841366027505,-0.0408871963727937,-0.180429477117987,1.37578554116845,0.207522203137694,0.267077923204705
"1",0.62159204399536,"7","female","6","9",-0.606608631358,1.20354567985927,-0.146257615061875,-1.51489119834445,-0.106303646193837,0.0241488801281508,0.62622532448023
"1",0.47511062651764,"7","couple","42","9",0.940403385264003,0.407021752928134,0.660715975243448,0.76763002182989,-0.361481371975505,-1.2181092760075,-0.572952343999562
"1",0.47511062651764,"7","couple","42","9",-0.409453865360465,1.06200857524531,-0.868536030994308,-0.222727169283059,0.711268323743556,-0.0866453884456126,0.449740233640797
"1",0.382086700158566,"5","female","42","6",-0.850656028824164,-0.27684453984707,2.41855777589684,-1.51765099108327,-0.615891327394268,-1.22923230959063,0.624494080706324
"1",-0.920142058521363,"7","female","26","9",0.179688461369054,-0.0670020190961026,-0.478064351377805,0.361240747149838,-0.183245344797526,0.129717575819852,0.823415543274013
"1",-0.920142058521363,"7","female","26","9",0.731870248914414,-0.603261067173511,-0.279663748650472,0.215317531372072,0.227330679727243,0.15929074001228,0.56948639438176
"1",-1.38521405010109,"4","male","12","6",-2.22033842772082,-2.25231921174243,1.47311818945674,-0.253666185973917,-1.46936475793571,-1.23269494719854,1.40935070440937
"1",-2.02595852718331,"5","male","34","8",1.60966272088187,0.169680366535773,-1.36195281625664,-1.51710711613077,1.26102396557164,-1.22839520978074,-2.54665798375671
"1",0.339390922391368,"6","female","6","9",-0.0377866779528855,1.0865906816711,-0.74351700264142,0.650765615947053,0.990822008152056,2.0857875442076,-0.857549570777056
"1",0.525074398483629,"7","couple","17","9",0.712136599737173,-0.161432128498927,2.04605238641408,0.0588196498463226,0.362194805224893,-1.17444143849849,-0.706161489715552
"1",0.525074398483629,"7","couple","17","9",-0.0188897219955009,0.569784830416736,0.172249905737172,-0.587734846251082,-0.471064062237825,0.0644553241127618,0.760027229062177
"1",0.90379316559935,"5","female","17","7",-1.13494444289174,0.610260402253615,0.0741844848910339,0.372773992887085,1.25014215635457,0.854251022128877,0.467605039548142
"1",0.464974544166057,"8","couple","34","9",-0.640346791211389,-0.470630215129724,-0.27087641117369,-0.40762133928883,-0.692493756480293,1.09374258942239,1.3033965923817
"1",0.464974544166057,"8","couple","34","9",-1.51205228835879,0.666080442255546,-0.961814649325309,0.141208847620668,0.722147833378235,-0.122042106401416,0.91763914641122
"1",-1.16906108883222,"6","female","45","6",0.527694226208106,0.935543406315286,-0.362644557990607,-0.372068889709956,0.151248252055537,-0.309869581989209,0.0919158142702731
"1",-0.216519767382762,"4","male","0","3",0.443353598931118,-0.210435240450499,2.73671676031756,0.270941318818821,-0.213928204170262,-0.651390787199146,-1.480181315042
"1",0.266256665677342,"7","male","48","9",0.624083317154622,-0.463896801761665,0.138831430846973,0.940331702864199,0.409320452859711,0.288238968121625,0.21128729176363
"1",-0.143003863874181,"7","male","53","6",-0.97408057849804,0.422045170532106,-1.17305311949467,0.693451356308705,-0.00205068136823734,0.641295412016458,0.907233484102474
"1",-0.577658209833787,"7","male","32","5",0.845632834718407,-0.19524113258464,0.612768739744404,0.961036189980873,0.432885728383815,-0.03449376861738,-0.347819919208121
"1",0.767399448034386,"7","male","6","6",0.322189801920358,0.355862188139905,1.53738606602054,-1.5141687867286,1.47358486023592,-1.22387270884069,-0.454401402180066
"1",0.658997783658483,"7","female","8","7",0.104517661354167,1.00033218442768,1.41957257813043,-0.0723106624078478,1.38846080338329,0.997941532682655,-2.52077578880862
"1",0.423936961163494,"3","male","0","4",0.3003035211758,-0.453177167139357,-1.35716250861564,1.33722155478462,1.61772571244373,-1.22141677949051,-0.0756505990425697
"1",0.658997783658483,"4","male","26","7",-1.27300579369947,1.66562923959447,1.62408906179658,-0.29251662457814,-0.297581121876556,0.073182849791854,-0.603391704789506
"1",0.658997783658483,"4","male","26","7",-0.833537803674052,1.15892330267308,0.408356090190761,0.120753652155216,0.593093477914996,-0.86996341266857,0.316589078033768
"1",1.0006056244085,"6","female","12","5",-0.141827249404572,0.347836280134706,-1.00115597522476,-0.285965830790696,-0.362823807248248,0.48944331089628,0.956924121361931
"1",1.0006056244085,"6","female","12","5",-0.422022656119339,0.660673472931308,0.194761124188425,0.836568986791856,0.898492145457658,0.900767199134819,0.101912462561213
"1",0.968825038769362,"6","couple","51","9",0.170446473156567,-0.403812695330704,-1.02478527133574,0.996767033238877,0.186489157589377,0.392152738556867,0.682153592843445
"1",0.382086700158566,"8","female","39","9",0.12810876489107,0.642429875392003,0.159920764438123,0.25600878746981,0.373631738147858,1.67418006645729,0.0628953741577835
"1",0.382086700158566,"8","female","39","9",0.177075214493723,0.490349284783136,0.814995426343599,0.102170659608324,-0.71115273326877,0.500927325399997,0.394973666528607
"1",1.23898413850966,"5","couple","51","8",-0.500769808351853,0.830962419128188,0.0762601644762304,0.610767521145098,-0.779530823996443,-0.194549765876398,0.605802880476587
"1",-1.43123012567476,"7","female","8","9",0.361497306921957,0.180440407803343,-0.661834164394764,-1.50700380817807,-0.364496266547859,2.84754114128249,0.396293091721572
"1",1.0006056244085,"7","couple","34","9",0.549890964736599,0.509818563794329,-0.597259622897563,0.192660230336324,0.213924665646178,-0.127104170075754,0.282452147279124
"1",1.07802707017589,"8","couple","6","9",-0.743348160787802,0.778176700629375,-0.482837141556581,-0.550131832082865,-0.825140216813595,1.54824491602647,0.856005591901009
"1",-0.0719595567225741,"8","female","0","9",-0.255221941403028,1.14967439744543,-0.369032081720276,-0.166916090584628,-0.348243400981126,0.0296797581906819,0.474056896784375
"1",-1.45126221043621,"8","male","51","9",-0.327951694881534,0.318914724046908,0.0870345953319724,0.764474417497702,0.0766920254638068,-0.153486556171694,0.676989046924811
"1",-0.983706823601143,"8","male","17","9",1.11749947130056,-1.38453793258888,0.456855311753757,1.61244035005276,0.915233586428476,-0.0631385629793389,-1.48372650402385
"1",0.0136136359551215,"4","couple","39","8",-0.0184091797184653,0.872506396581118,-0.192819240598,-0.752956036070234,0.792182873495892,0.291460284726811,0.35794650469718
"1",0.920239700890141,"8","couple","42","9",0.427104774429019,0.911768982578787,0.891296612360702,-0.593863218162241,0.0303955243180869,-0.419328678027835,-0.082269357692368
"1",0.920239700890141,"8","couple","42","9",0.539416426792861,0.112646587358498,2.3419398677921,-0.210395403732307,0.107094893792895,0.190439434719313,-1.02779502000357
"1",-0.662543882052865,"7","couple","13","9",-0.104842345535411,0.908932552716964,-1.08764757150609,-0.572276331236992,-0.762516216171803,1.69831940840076,0.536213073136588
"1",-1.66277550108394,"3","female","48","5",0.414441206686438,-0.313151233366827,-0.487740944265684,0.101153089441618,-0.135154989430894,-0.00627572409813191,0.834549066474858
"1",0.505230411191848,"6","couple","12","9",1.04963104211352,-0.087501612944382,1.54086594482083,-1.15773312251779,0.893188680359832,1.31693846170181,-1.43221782400206
"1",0.505230411191848,"6","couple","12","9",0.744356547555657,-0.776976087494972,1.01971550227825,0.6513219429447,-0.990329862611876,1.48617348509702,0.0849446872037619
"1",1.6006835779429,"5","female","12","3",0.113330849284736,1.44391302413266,-0.944806294973067,-0.902933643591672,-0.18483402309066,-1.22649376823136,0.128215343293074
"1",-1.02717095953682,"5","male","0","5",0.218303394596525,0.984093086491828,0.155684489072005,0.571636815850747,-0.174141076566032,-0.21511974552509,-0.0230201890577106
"1",-1.11115694288785,"8","male","25","9",0.39557654011749,0.406189126461213,1.48778751649425,-0.0563225071333621,1.4835473098742,-0.549759785047794,-0.935619269888637
"1",-1.80659758875423,"4","male","48","9",-0.451368706472267,0.686495665307952,-0.513747242174724,-0.648530371667518,-0.258504680208151,0.204284371250313,0.929048277963342
"1",0.251321132708494,"7","female","6","9",0.521289706334204,0.103765209879661,0.851202051768563,1.16477950706364,-0.786689809952115,-0.292294763774336,-0.0658233574074262
"1",1.6006835779429,"5","female","0","8",-1.98119927976248,1.38213058959776,-1.31510746247973,-1.47276844453457,1.35247610177672,-1.16015177736413,0.421686562308655
"1",1.6006835779429,"5","female","0","8",0.518920876571679,0.318894475374755,0.933991501254329,-0.0528218790420875,-0.13684924911729,1.03782560483184,0.0649966557101304
"1",-0.697476398356945,"7","male","32","9",-0.564704871459938,0.916742066866364,0.254855473967681,0.466478294139029,-0.804214492933476,-0.640728450089931,0.600937704679179
"1",-0.453782016242546,"4","male","48","6",-0.0862605470495463,0.166077306292509,3.32156718852325,-1.52292220422492,-1.47263871371929,-1.2373454457049,-2.55156549959215
"1",-1.0203204863777,"3","male","6","6",-2.07818912779923,0.518228135217431,-0.256513666191035,-0.0923342738317216,-0.944347829448624,-1.10686058055222,1.25103026984511
"1",-0.628179399381853,"7","male","55","8",2.08135644378096,-2.24590127629322,-0.441651739062623,-0.965084212540164,-1.21678939263962,0.766931027024778,-1.49755367071085
"1",-0.371699111920699,"7","couple","42","6",1.32838064443481,-0.984226948871948,0.717988382660166,0.144458624731732,0.589470604061879,-0.722117105298433,-0.406633109285504
"1",-0.371699111920699,"7","couple","42","6",-0.426395913413796,-0.411201744822933,-0.379552686392942,-0.654293360015516,0.348942179520478,0.195061818591627,1.22456477462248
"1",-0.805878062732848,"6","female","0","8",-1.21662173980705,1.61712808880747,-0.125322492907338,-1.18111042825003,-0.87417656386158,-0.266269315528204,0.486571979833957
"1",-0.107183190751353,"5","male","12","9",0.350699228378779,0.649156006078458,0.554734149154843,0.141454974004379,-1.24494254333162,0.543177897071476,0.257338287726944
"1",-1.21355471368284,"8","female","48","8",-1.09202991198267,0.240131971359282,-0.320277588413494,-1.24599704658918,-0.659381503520413,0.485958131839114,1.29749570699506
"1",-2.94995268412428,"4","female","0","4",-0.324634653941679,0.360076247827391,-0.0591011928274302,1.51955648774191,0.0197105746358792,0.400703676900961,0.251335914528796
"1",0.596281931672707,"7","female","8","6",NA,NA,NA,NA,NA,NA,NA
"1",-1.63514936757705,"8","male","0","9",-0.939277979815712,-1.73247318894418,-0.866080608226033,0.347464229177432,0.206192624533349,-0.1518403364488,1.43352833859663
"1",1.16733764610847,"4","couple","0","6",-0.130051266802144,1.56679810392365,0.397806172043574,-0.252433063749977,-0.0683996037715663,0.666922887827118,-0.441251877929039
"1",1.16733764610847,"4","couple","0","6",-0.201824183371311,0.726122971126593,0.531058504313869,0.110621662006833,0.714119471693011,0.112210442663399,0.293838201897814
"1",0.658997783658483,"5","female","0","5",1.2212958597824,0.397251299403905,-0.0727184041010311,1.06886658158483,-1.44437737928674,0.628339214944613,-1.35455383286039
"1",-1.32116766033393,"8","male","9","9",0.645289316872114,0.122821288153254,-0.790262079131514,0.758823188347603,-0.0118659714009498,-1.21034166774497,0.324556289288478
"1",-1.85679874057637,"7","male","12","6",0.877573036497291,-1.22206131926173,2.33125347956275,-0.905913541235511,1.48226547790371,0.0708316456460256,-2.54878173866645
"1",0.360846630729125,"7","couple","0","9",0.490348572093423,0.0942039999386887,0.393050810895126,-0.561526322399494,0.0434705401706339,-0.662588793116369,0.61080884946201
"1",1.4531793700238,"4","female","42","2",-0.367553527862968,1.02349938135477,-0.285346390265282,-0.228269514458403,-0.158660284847639,0.461943833527968,0.567325913103907
