"GIFT","AGE","EDUCA","SEX","STATE","INCLASS","topic_1","topic_2","topic_3","topic_4","topic_5","topic_6"
"1",-0.441606783797532,"7","couple","17","9",-0.645235592616607,-0.794735366021572,-0.59251136301233,0.875980083240537,1.48908299760855,-0.334404342253426
"1",0.165855245877708,"6","male","0","9",-0.168185198143019,-0.436755592751318,0.135304842802803,0.606264731409002,0.634734287100576,0.168288933666524
"1",0.612050067244035,"7","female","6","9",0.056222022595584,0.128720617769681,0.100117871635712,0.560290952038761,-0.90191317125987,0.0646337864632806
"1",0.465693061807696,"7","couple","42","9",-0.310484623095406,0.535636876058532,0.221346537246974,0.544131906879848,-0.33279511598062,0.100757936166444
"1",-0.928374583942525,"7","female","26","9",0.674332314642639,0.191101858263519,-0.11803035307933,0.43306127085963,-0.548102170635222,-0.658850464181365
"1",-1.39305157281913,"4","male","12","6",-2.42335417466968,-1.55485813151204,-0.138941441416939,0.0103049188850192,-1.18015044255745,2.33998872283892
"1",0.990741737519613,"4","female","0","9",-0.594919365125431,0.535250613496245,0.331374213598711,0.60323353403775,-0.158478591070302,-0.00111316422742899
"1",0.515614397709286,"7","couple","17","9",0.101682329947302,0.810729370417324,1.78385809521853,-1.12532112534813,-0.75532144038349,0.966438799741665
"1",0.515614397709286,"7","couple","17","9",-0.232393215686116,0.0622299434315042,1.07023301270905,0.47631959109708,-0.392752871628364,-1.1000522069706
"1",0.894011505083195,"5","female","17","7",-1.29497079450351,1.68460279094875,-0.458176948508157,0.423050097077272,-1.1825030096486,0.444583940596835
"1",0.455565588402686,"8","couple","34","9",-1.08935237865154,-0.111071248122371,-1.20763814462185,0.809414783452663,1.75717953222081,0.165757608382906
"1",-1.1770821981896,"6","female","45","6",0.44722531814225,-0.474266838257846,1.49654664323644,-0.0560602786093549,-0.0976142809488336,-0.655978947313506
"1",-1.0908835295158,"5","male","49","4",0.822114805360266,-0.675243115601513,0.0643816814647763,0.442986523020138,0.23442787805003,-1.67932585438173
"1",-1.60472720049075,"5","female","42","8",1.00800622250455,-1.02053559731615,0.919398204595681,-0.0364115482380175,-0.0738188938644684,-0.565927716246849
"1",0.593112055484096,"8","couple","49","9",0.207908871986645,-0.817391526467689,-0.0573482876437057,0.557030831327031,-0.0418121616693854,0.330444703638396
"1",-1.53583661361777,"4","female","8","4",-0.441112053787734,0.711101464057436,-0.431902315111099,-0.412048022686457,0.293882507706607,2.08363355451677
"1",-0.151896441272555,"7","male","53","6",0.495314045780155,0.399255684606455,0.369418355433619,0.281324772095211,0.519395031958827,-0.612338746748259
"1",-0.5861816193513,"7","male","32","5",-0.373449787787484,0.0275574222332351,-0.138166361492491,0.660651493599052,-0.376372114644611,0.434764073472991
"1",-0.5861816193513,"7","male","32","5",0.110638987695543,1.35378607217319,0.0298613286435825,0.105475449314112,0.548217301332787,0.0980542830392285
"1",0.757733631706019,"7","male","6","6",-2.15631508477506,0.394617031026078,-1.65875899317548,0.978060386607851,-1.17724933052633,0.359750845903583
"1",0.649424036840272,"7","female","8","7",0.917222122999196,1.14859451751531,2.16495539861229,-3.34816119569859,0.854184563664542,-0.314741885786808
"1",-1.24866783859652,"8","male","6","9",-2.41341479620351,0.0424682258393205,1.29382161463314,0.660015504570595,-1.16528329164117,-0.874694516068058
"1",0.649424036840272,"4","male","26","7",-0.0461323764238845,-1.04677819491873,1.0249560291939,0.141300253498499,2.00846673008859,-0.153739777825138
"1",0.649424036840272,"4","male","26","7",0.367410299906422,0.246584263138559,-0.272925865541971,-0.452872938837981,0.469366644567463,1.7934290161869
"1",0.990741737519613,"6","female","12","5",0.0328490803136348,1.17610780346564,0.824280364700669,-0.17269265792569,-0.204229205067537,0.523037986150172
"1",0.958988144297698,"6","couple","51","9",-0.122574671858952,1.73244496385204,-0.326731204282849,0.338958179612967,-0.0805897659382043,-1.10208816504966
"1",0.958988144297698,"6","couple","51","9",0.678712293820883,-0.108543963372414,-0.325734423906253,0.363716300502754,-0.457798717578243,0.19106092493311
"1",0.372748144081764,"8","female","39","9",0.505746110326686,0.266271889619635,1.0613698807797,0.0717992364469607,-0.266906162714871,-0.686562535473099
"1",-1.43902856525176,"7","female","8","9",-1.45623219129161,0.338892718723858,1.13503888078172,0.46477840129584,1.28845953715642,-0.705106710194848
"1",-0.0122373435424912,"5","female","12","3",-0.231504848655039,-0.394275821850477,-0.0764554039796116,0.844115062476677,-0.0344651147402111,-0.650907259880845
"1",0.990741737519613,"7","couple","34","9",-0.837538475716654,1.03093933867704,0.623429137247794,0.535350627612715,-0.369956552759263,-0.621323638782066
"1",0.990741737519613,"7","couple","34","9",-0.0300357856033561,0.00816188041229971,0.573654945787521,0.482137759971844,-0.079148305751909,-0.106567049378716
"1",1.06809742641299,"8","couple","6","9",-0.212033308840209,-0.364384674182552,-0.390071051096491,0.896904437159437,0.362192724898858,-1.0816249313971
"1",-0.0809124746571976,"8","female","0","9",0.0794998682916515,1.22074515398282,0.140619619322628,0.162735623427318,-0.0646973868529586,0.2216788051035
"1",-0.0809124746571976,"8","female","0","9",0.0748203237573271,-0.630861459745604,-0.500276914513733,0.693630530951081,0.194266049995221,0.178208084173493
"1",0.91044407172824,"8","couple","42","9",0.548709079757782,-0.275925200861673,-0.988475971054066,0.599590985700787,0.0109831950264402,-0.199260326659658
"1",-1.29777642771985,"8","female","6","9",0.0954961940748055,-0.331743896466046,-0.108500995472505,0.713720902190518,0.0553221651328702,-0.450028028162171
"1",-0.67099519505502,"7","couple","13","9",0.93356473327811,0.00211124254079483,-1.16590128694421,0.208990042680995,1.4238872184195,-0.264986405236583
"1",-0.851581606353526,"7","male","16","9",0.697992651161312,0.120921031063692,0.493812166340535,0.124293275437299,-0.230379676141839,-0.00750831866377365
"1",-1.67037728067961,"3","female","48","5",1.0826558249081,0.0528726596113803,-0.533668780530082,0.181967598855358,-0.3389211572176,-0.138287249304423
"1",-1.0353125813861,"7","female","53","7",-1.06406810942705,0.516009972955638,2.44516437423967,-0.798442363637058,0.0154566427878225,-0.233776889221495
"1",0.495787264643868,"6","couple","12","9",-0.40749594349906,-0.918062048971363,0.543328164851022,0.744971236267967,0.863602551612517,-1.06736876427812
"1",0.495787264643868,"6","couple","12","9",-0.93718961146655,-0.394817263607167,2.11570641926415,-0.128293786401717,-0.0390831672245603,-0.294034900377457
"1",1.59031002283485,"5","female","12","3",-0.392614849793207,-1.30334784939343,-0.144918317651244,0.803316250728522,-0.975621003070711,0.370233088210275
"1",-1.0353125813861,"5","male","0","5",-0.546518656496769,-0.965988214275606,2.30522325291638,-0.676784452306103,-1.17193800308511,0.54276134283391
"1",0.91044407172824,"7","couple","36","7",0.886886144869025,-0.183524471195669,0.992902613643769,-0.0869091696914973,-0.498379194105676,-0.39948664745333
"1",-1.11922723236054,"8","male","25","9",-0.701356168943855,0.858633966930109,1.03220320355993,0.329051012494728,-0.709588417175738,-0.177605618502257
"1",-0.636659899399766,"6","male","48","9",-0.790236486205973,0.158141175890221,2.1690065454169,-1.09811874314727,-1.15161394596196,1.22760205212207
"1",-1.81407721497487,"4","male","48","9",0.44414772228471,0.216532058239775,-0.388999896429593,0.529403160576864,0.167483818567393,-0.420290007462421
"1",0.242093640625125,"7","female","6","9",0.0158266660444878,-0.0630266925448683,0.709474032461305,0.409748948232971,-0.159136148661566,-0.00877990200535472
"1",1.59031002283485,"5","female","0","8",-0.961359714129307,-1.49132906588449,1.23161697812039,0.128737083449437,-1.09268435279253,1.23491744014523
"1",-0.462410638355544,"4","male","48","6",-2.42726394722061,-1.55910582109928,0.868358345687658,-1.39943677179842,-1.18599861291949,2.90681950737757
"1",-1.02846792658514,"3","male","6","6",0.0284933747960274,-0.374038924905288,-0.60568795434763,0.727633204108214,0.0598342558045006,0.0838588884194256
"1",-0.636659899399766,"7","male","55","8",-0.820025590186604,-0.579803504456222,0.0255920672793096,0.974750016444041,0.0268096586681387,-0.742342197625493
"1",-0.380397450055462,"7","couple","42","6",0.516136717262758,-0.237608554433293,0.559201508660152,0.321529324949126,-0.0963842588141962,-0.294523984079375
"1",-0.814207636757288,"6","female","0","8",-0.222514823334566,-1.44668947745073,-1.02574361403218,0.711854762556027,1.13567388336957,0.488425503424737
"1",-1.22153803297244,"8","female","48","8",-0.639494020516949,0.0569173774867564,-0.961436684635426,0.68944469708537,0.0763706771652536,0.814481864351632
"1",-2.95646121691965,"4","female","0","4",0.499797190277771,-0.623773107923562,0.00362680286055615,0.0363658550928899,0.658647663513636,1.08605411570503
"1",0.586761451728253,"7","female","8","6",NA,NA,NA,NA,NA,NA
"1",-1.64277461106134,"8","male","0","9",-0.968275348753332,1.34313753076617,-0.724988770187807,0.0883022659658542,-0.145295766847196,1.44613167731275
"1",1.15733214759717,"4","couple","0","6",0.912046520757026,0.12546714456546,0.495870712925118,0.0208490086998461,-0.952283910424105,-0.0951080191585184
"1",-1.6927221892705,"7","male","26","3",-1.26924864338017,0.694965570494017,-0.0992759554084856,0.508589922016698,2.26049779147451,-0.0993181679187207
"1",0.926749744700749,"5","couple","26","6",0.306334340683142,1.10513085193619,-0.0497009403354968,0.157815254661043,1.74302029324172,-1.23789086690314
"1",0.926749744700749,"5","couple","26","6",-0.532162926102102,-0.380021204011135,1.98311375280534,-0.274235448397986,1.65108802825767,-0.782801387301564
"1",0.351526114622459,"7","couple","0","9",0.192151188389774,-0.324997265665071,0.322044424868188,0.540960413738629,-0.606157070701159,-0.0825849995835388
"1",1.44293109565057,"4","female","42","2",1.14514028461685,-0.316107358637425,-0.07345197168385,0.202732845865444,-0.24920819778131,-0.771369805967969
"1",1.02202488980003,"8","couple","6","9",-0.653026837120973,0.244212290623596,2.42872568926986,-0.861883488269693,-1.02678806669873,0.065530867209415
"1",1.02202488980003,"8","couple","6","9",-0.694103579762777,-0.0570232088026628,0.22736036260448,0.79638510367594,-0.0582985813233681,-0.233228416435292
"1",1.59031002283485,"5","male","17","9",-1.99765432297793,0.00134672212861452,1.38645524604483,0.536830305472968,-1.15727816253047,-0.282607345384703
"1",1.21479349348713,"8","couple","25","7",0.543308603455574,0.108422812653361,0.0106805797045407,0.525437498608394,-0.542135499470618,-1.08180257882521
"1",0.181324722810646,"7","female","51","9",1.60520153296143,0.0325928424409374,0.609079024119094,-0.58151022638015,0.0780075881136454,-1.1047978633929
"1",0.181324722810646,"7","female","51","9",0.200828100797683,0.305854924261549,-0.0915943044699455,0.593102661088555,0.79106782647744,-1.50076786107591
"1",0.649424036840272,"4","couple","42","9",-0.508965030535587,-0.462101274537164,-0.706494330492168,1.0344006041731,-0.193231410517019,-0.953527375272981
"1",0.649424036840272,"4","couple","42","9",-2.42344276093493,1.84151416718688,-0.0535236364732306,0.0839536062271554,0.876459246530522,0.80063305572884
"1",-0.277373400270367,"8","female","22","9",-0.42607539563083,0.420553410336011,1.57460132214702,-0.0530630832025996,0.0361166683738657,0.065075502059263
"1",-1.0908835295158,"7","male","26","4",1.31172009627336,-1.53933566008041,-0.462284125692151,-0.190862472948563,1.40963421506711,0.281152081658688
"1",0.330088629404873,"7","female","27","8",0.0784085558524112,1.05172196924667,-0.32313918998169,0.339300702416653,-0.671535516899279,0.309325814277402
"1",0.330088629404873,"7","female","27","8",1.52419494027921,-1.54143439961536,-0.169993578808591,-0.0986066911458091,-1.14656390120208,-0.203872532367637
"1",-1.26694998013619,"5","male","49","1",0.733515459043741,-1.550281100877,-0.0570302217668108,0.363194405266568,0.58938590769533,-0.0174840589260346
"1",0.102818500375379,"7","couple","36","9",-0.580751683458956,-0.681569684150991,-0.201391251829247,0.557974708741243,0.530873739203739,1.01474964183093
"1",1.18625827332719,"7","couple","12","5",-0.102974619570416,0.253736520786583,-0.412623332573765,0.699561242992229,0.278793920961094,-0.226009012840871
"1",1.14271911933028,"4","female","0","3",1.7526245078398,-0.976495900409457,-1.09199764619971,-1.52957481920702,-1.16234552846895,1.70154824076007
"1",-0.67099519505502,"4","male","36","6",1.50681128179032,-0.493126943427142,1.20254588980198,-1.51597148644256,2.1969867543499,-0.448245473675282
"1",0.455565588402686,"7","couple","4","9",1.350982407881,-0.594017390380853,0.313900217235266,-0.370328498606645,-1.12700674479289,0.504236675716103
"1",-1.1770821981896,"8","female","39","9",0.670892397795842,-0.363807842975671,0.0908303891944183,0.367206880076102,-0.44986254870381,-0.0415957351029322
"1",1.0832342235421,"8","female","41","7",0.46406477429207,0.304212159529968,0.603855470800155,0.220784968144968,0.758458851942722,-0.704061848029782
"1",0.722244155012362,"5","couple","53","9",-1.49255395628311,-0.168147253686179,-0.32246099256955,0.454544340179109,0.210974805403332,1.53488424636046
"1",-0.912790940095597,"7","male","36","9",-1.53779304573792,-1.55099927803125,1.07597862629938,0.630234971438029,-1.06174302585261,0.37683700859248
"1",0.271834613370109,"7","male","36","9",0.201073189304055,0.268560799919921,-0.488972018309625,0.358275487467695,-1.13230483432266,0.842461506189117
"1",0.894011505083195,"8","couple","21","9",1.34010246806936,0.540278813343213,0.226856442166276,-0.294463895675137,-0.072708646116956,-0.603948231561249
"1",-1.96827520289742,"5","couple","48","5",-0.0166045400798398,-0.0475630962742459,-0.287493162721092,0.643532869413617,0.456727705835378,0.0165957190674088
"1",1.0064412459531,"8","couple","12","9",-0.474592841656339,0.85833890034938,0.624985796865435,0.067962334939332,0.183607382972227,0.893182533906956
"1",1.0064412459531,"8","couple","12","8",0.532500337572924,0.137391490403879,0.736395399879356,0.129737285483054,0.10551587040541,-0.142188156385713
"1",-0.263057588438223,"7","female","36","8",-0.165129841451585,-0.749631083029873,0.182183740469531,-0.0258188351407373,1.05324784150144,1.57054288324025
"1",-0.395534247184568,"6","couple","26","9",0.592453887377862,-0.103209688452369,-0.601446523693483,0.331852217925257,0.517790686332945,0.405865110022097
"1",-1.56206768581386,"5","female","48","6",0.721229044307781,-1.55301015385562,-1.04931373254001,0.399241574768712,-0.236558064658392,0.608364212080598
"1",-0.795765823838123,"8","male","0","9",0.768757529045149,0.238896103358819,0.146905565754754,0.27425516910557,-0.81682799025464,-0.412316550291568
"1",0.649424036840272,"6","female","42","3",0.834323602035705,-0.892726155604562,0.803228867230387,0.107994814701138,0.300518386463477,-0.530605768823903
"1",0.286549475407956,"4","couple","0","6",-0.754579328132942,-1.24225457550148,0.22813946565886,-0.114144566730138,-0.747814455179461,2.13186011724513
"1",-1.99587787251569,"4","male","55","6",0.500202674975911,1.08465234337981,-0.383077113155437,-0.103913729941867,-0.110616736182885,0.843128668736977
"1",-1.31336007156678,"7","male","6","9",-0.859013985713087,1.15557917158702,-0.0618156093729509,0.376883969014504,0.591163986389104,0.562864989773024
"1",0.958988144297698,"4","couple","22","9",0.68870084644946,-0.205175763683549,-0.233778898927057,0.339165858985505,0.231138192264636,0.104303900007544
"1",-1.14795657563321,"7","couple","49","9",1.66734465256032,1.10057057658913,1.37616601743067,-3.10910004274886,1.33602519879013,-0.856363369504311
"1",0.87745005424626,"6","couple","8","6",-0.0394892528194927,-0.328310556697834,-0.578763162090325,0.825793972056121,0.128236331497583,-0.448046054493714
"1",0.87745005424626,"6","couple","8","6",0.677795389575354,-0.841239028057245,-0.13205437011853,0.477864411559621,0.647323504437631,-0.566732619354385
"1",-1.98971268811501,"8","male","13","8",-0.190920680474188,0.837265025760586,-0.660397198020787,0.74651488619093,-0.20950409173638,-1.08056410783486
"1",0.809873914325285,"7","couple","18","9",-0.308144443469105,-0.239157078914212,0.450704754253775,0.413152158263813,-1.15846204913049,0.832404374984156
"1",0.809873914325285,"7","couple","18","9",0.081199295256294,0.690008450823897,1.11059572244612,-0.499574700268052,0.710870054383183,0.979397278953557
"1",1.0832342235421,"8","couple","18","9",-1.2833068891476,-0.471624190140718,0.52575803846188,0.787804474836172,-1.1708595132318,0.257696190165291
"1",1.0832342235421,"8","couple","18","8",-1.06223674652015,1.65071725796727,-0.50520037589365,0.445900241762795,-1.15625739181715,0.323511766717304
"1",-0.777483682298456,"7","couple","34","8",0.914352719971611,0.22816982586855,0.381761611067385,0.10377557986358,-0.114820857979049,-0.57881558483081
"1",0.574002656673444,"7","male","51","9",0.11498517087493,1.25841760025086,0.248029906150825,0.186074821405912,0.0714493455217493,-0.162794381579328
"1",-0.53688192889681,"8","female","55","9",0.830117928915028,0.39106284103438,0.880765993739929,-0.100259759836423,-0.365915083598449,-0.497519163990996
"1",0.826971774197795,"7","couple","55","8",0.515574548422112,2.20236829344952,0.0276312223548646,-0.53324926610403,-0.52691383582319,-0.179396937485444
"1",-0.682565493358796,"7","female","45","8",-0.354028391946736,0.14623111822048,-0.544748385228176,0.89845483808451,-1.17313040160726,-0.588030878413745
"1",-0.441606783797532,"3","male","48","5",-0.363536380760508,1.53273707034989,-0.395284487943439,0.443161112716619,0.405360621730198,-0.608924785672595
"1",0.126678349237294,"4","couple","9","5",0.164844381091864,-0.619425117385258,2.10711781271619,-0.587373864297749,0.114934496675602,-0.192219175812877
"1",0.495787264643868,"7","couple","24","9",0.839758297524152,-0.13704982604792,-1.31676405969478,0.425534024449822,0.615466683079782,-0.367198420129357
"1",0.599443616921241,"7","male","51","9",1.43339714248348,-0.0284927643082315,-0.416820443604106,0.00332907261739426,-0.27549677388908,-0.943275376263766
"1",0.0378418611608756,"6","female","48","9",0.676280756559752,0.492007332160995,0.0791350062119149,0.243386603976783,-0.673534332483326,-0.183266108041386
"1",-0.5861816193513,"8","female","17","9",0.0370198350539857,0.369001208086318,0.0441045143500335,0.62827330711684,-0.0526488185272923,-0.691029650182685
"1",-1.29777642771985,"7","male","26","9",-0.710955930405151,0.466327105225644,1.66957783278331,0.033334409109439,-0.120239652009973,-0.235506742625134
"1",1.59031002283485,"7","female","53","9",0.494895134439897,-0.910314098017725,-0.677334807089534,-0.173006519973777,0.146036364582153,1.74896898426775
"1",1.59031002283485,"7","female","53","9",1.33014579035504,-0.271012026556079,0.314566378643558,-0.152656844300937,-0.406728798947452,-0.308353628098308
"1",-1.0908835295158,"7","female","48","4",-0.618595296317097,-0.542177439477646,1.92235348352551,0.104114804253676,-1.17265597557375,-0.722128871535483
"1",-1.06987266803078,"7","male","42","9",0.118092332212295,-0.714098331392022,1.48418353302156,0.154005615587817,-0.925464789274083,-0.470298149684313
"1",1.49320904609809,"4","couple","12","4",0.171510256386011,-1.32254442669536,-0.360432856473545,0.562931860834299,2.10825375658276,-0.624223941579655
"1",-0.851581606353526,"7","male","17","9",0.938174491494385,-0.411389634920742,-0.217231401920951,0.307972532866931,0.451109292500442,-0.486599376133899
"1",0.826971774197795,"8","female","12","9",0.470700900877326,0.756942895131175,0.317376962973182,0.307801028457262,-1.140670121624,-0.748365947370129
